# File: A22.globaltech_shrwt.csv
# Title: Primary energy transformation default technology shareweights
# Units: N/A
# Description: Shareweights of transformation technologies
# Column types: cccnnnnnn
# ----------
supplysector,subsector,technology,1971,2015,2020,2025,2050,2100
cellulosic ethanol,cellulosic ethanol,cellulosic ethanol,0,0,0,0,0,0
cellulosic ethanol,cellulosic ethanol,cellulosic ethanol CCS level 1,0,0,0,0,0,0
cellulosic ethanol,cellulosic ethanol,cellulosic ethanol CCS level 2,0,0,0,0,0,0
gas processing,natural gas,natural gas,1,1,1,1,1,1
gas processing,biomass gasification,biomass gasification,1,1,1,1,1,1
gas processing,coal gasification,coal gasification,1,1,1,1,1,1
nuclearFuelGenII,enrichedUranium,enrichedUranium,1,1,1,1,1,1
nuclearFuelGenIII,enrichedUranium,enrichedUranium,1,1,1,1,1,1
refining,oil refining,oil refining,1,1,1,1,1,1
refining,coal to liquids,coal to liquids,0,0,1,1,1,1
refining,coal to liquids,coal to liquids CCS level 1,0,0,0.333,0.444,1,1
refining,coal to liquids,coal to liquids CCS level 2,0,0,0.333,0.444,1,1
refining,gas to liquids,gas to liquids,0,0,1,1,1,1
refining,biomass liquids,FT biofuels,0,0,0,0,0,0
refining,biomass liquids,FT biofuels CCS level 1,0,0,0,0,0,0
refining,biomass liquids,FT biofuels CCS level 2,0,0,0,0,0,0
corn ethanol,corn ethanol,corn ethanol,0,1,1,1,1,1
sugar cane ethanol,sugar cane ethanol,sugar cane ethanol,0,1,1,1,1,1
oilcrop biodiesel,oilcrop biodiesel,oilcrop biodiesel,0,1,1,1,1,1
rapeseed biodiesel,rapeseed biodiesel,rapeseed biodiesel,0,1,1,1,1,1
palmfruit biodiesel,palmfruit biodiesel,palmfruit biodiesel,0,1,1,1,1,1
soybean biodiesel,soybean biodiesel,soybean biodiesel,0,1,1,1,1,1
refining,biomass liquids,BTL with hydrogen,0,0,0,1,1,1
#soybean renewable diesel,soybean renewable diesel,soybean renewable diesel,0,0,1,1,1,1
#rapeseed renewable diesel,rapeseed renewable diesel,rapeseed renewable diesel,0,0,1,1,1,1
#palmfruit renewable diesel,palmfruit renewable diesel,palmfruit renewable diesel,0,0,1,1,1,1
#oilcrop renewable diesel,oilcrop renewable diesel,oilcrop renewable diesel,0,0,1,1,1,1
soybean renewable diesel,soybean renewable diesel,soybean renewable diesel,0,0,1,1,1,1
soybean renewable diesel jet fuel,soybean renewable diesel jet fuel,soybean renewable diesel jet fuel,0,0,1,1,1,1
soybean renewable diesel joint,soybean renewable diesel joint,soybean renewable diesel joint,0,0,1,1,1,1
rapeseed renewable diesel,rapeseed renewable diesel,rapeseed renewable diesel,0,0,1,1,1,1
rapeseed renewable diesel jet fuel,rapeseed renewable diesel jet fuel,rapeseed renewable diesel jet fuel,0,0,1,1,1,1
rapeseed renewable diesel joint,rapeseed renewable diesel joint,rapeseed renewable diesel joint,0,0,1,1,1,1
palmfruit renewable diesel,palmfruit renewable diesel,palmfruit renewable diesel,0,0,1,1,1,1
palmfruit renewable diesel jet fuel,palmfruit renewable diesel jet fuel,palmfruit renewable diesel jet fuel,0,0,1,1,1,1
palmfruit renewable diesel joint,palmfruit renewable diesel joint,palmfruit renewable diesel joint,0,0,1,1,1,1
oilcrop renewable diesel,oilcrop renewable diesel,oilcrop renewable diesel,0,0,1,1,1,1
oilcrop renewable diesel jet fuel,oilcrop renewable diesel jet fuel,oilcrop renewable diesel jet fuel,0,0,1,1,1,1
oilcrop renewable diesel joint,oilcrop renewable diesel joint,oilcrop renewable diesel joint,0,0,1,1,1,1
