# File: A271.freight_coef.csv
# Title: Coefficients of freight inputs to energy and ag commodities
# Units: million tkm per EJ = ton-meters per GJ
# Comments: price-unit-conversion takes into account the following:
#  (1) transportation output unit is 1e6 times the price unit denominator whereas all other sectors are 1e9.
#  (2) transportation price unit is 1990$ whereas others are 1975$.
#  (3) trn_freight costs are 17x higher than rail mode (the dominant mode for some of these fuels). Some de-rating is appropriate.
# Note: the methods are not set up to handle different tkm inputs for different refined liquid fuel commodities (e.g., ref liq industrial, ref liq enduse need to have the same coef in each region),,,,,,,,
# Column types: cccccnnnnnn
# ----------
region,supplysector,subsector,technology,minicam.energy.input,price.unit.conversion,1971,1990,2000,2015,2100
USA,traded rapeseed feedcake,Brazil traded rapeseed feedcake,Brazil traded rapeseed feedcake,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rapeseed feedcake,Canada traded rapeseed feedcake,Canada traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Canada traded rapeseed feedcake,Canada traded rapeseed feedcake,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded rapeseed feedcake,Central America and Caribbean traded rapeseed feedcake,Central America and Caribbean traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Central America and Caribbean traded rapeseed feedcake,Central America and Caribbean traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Central Asia traded rapeseed feedcake,Central Asia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,China traded rapeseed feedcake,China traded rapeseed feedcake,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rapeseed feedcake,China traded rapeseed feedcake,China traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Colombia traded rapeseed feedcake,Colombia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Colombia traded rapeseed feedcake,Colombia traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,EU-12 traded rapeseed feedcake,EU-12 traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,EU-12 traded rapeseed feedcake,EU-12 traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,EU-15 traded rapeseed feedcake,EU-15 traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,EU-15 traded rapeseed feedcake,EU-15 traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Europe_Eastern traded rapeseed feedcake,Europe_Eastern traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Europe_Eastern traded rapeseed feedcake,Europe_Eastern traded rapeseed feedcake,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
USA,traded rapeseed feedcake,Europe_Non_EU traded rapeseed feedcake,Europe_Non_EU traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Europe_Non_EU traded rapeseed feedcake,Europe_Non_EU traded rapeseed feedcake,trn_shipping_intl,4.52E-04,1500,1500,1500,1500,1500
USA,traded rapeseed feedcake,European Free Trade Association traded rapeseed feedcake,European Free Trade Association traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,European Free Trade Association traded rapeseed feedcake,European Free Trade Association traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,India traded rapeseed feedcake,India traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,India traded rapeseed feedcake,India traded rapeseed feedcake,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rapeseed feedcake,Indonesia traded rapeseed feedcake,Indonesia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Indonesia traded rapeseed feedcake,Indonesia traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Japan traded rapeseed feedcake,Japan traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Japan traded rapeseed feedcake,Japan traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Mexico traded rapeseed feedcake,Mexico traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Mexico traded rapeseed feedcake,Mexico traded rapeseed feedcake,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rapeseed feedcake,Middle East traded rapeseed feedcake,Middle East traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Middle East traded rapeseed feedcake,Middle East traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Pakistan traded rapeseed feedcake,Pakistan traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Pakistan traded rapeseed feedcake,Pakistan traded rapeseed feedcake,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rapeseed feedcake,Russia traded rapeseed feedcake,Russia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Russia traded rapeseed feedcake,Russia traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,South Africa traded rapeseed feedcake,South Africa traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,South Africa traded rapeseed feedcake,South Africa traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,South America_Northern traded rapeseed feedcake,South America_Northern traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,South America_Northern traded rapeseed feedcake,South America_Northern traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,South America_Southern traded rapeseed feedcake,South America_Southern traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,South America_Southern traded rapeseed feedcake,South America_Southern traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,South Asia traded rapeseed feedcake,South Asia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,South Asia traded rapeseed feedcake,South Asia traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,South Korea traded rapeseed feedcake,South Korea traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,South Korea traded rapeseed feedcake,South Korea traded rapeseed feedcake,trn_shipping_intl,4.52E-04,2000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Southeast Asia traded rapeseed feedcake,Southeast Asia traded rapeseed feedcake,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed feedcake,Southeast Asia traded rapeseed feedcake,Southeast Asia traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,Taiwan traded rapeseed feedcake,Taiwan traded rapeseed feedcake,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rapeseed feedcake,Taiwan traded rapeseed feedcake,Taiwan traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed feedcake,USA traded rapeseed feedcake,USA traded rapeseed feedcake,trn_freight,3.62E-05,600,600,600,600,600
USA,traded rapeseed feedcake,USA traded rapeseed feedcake,USA traded rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Africa_Eastern traded rapeseed oil,Africa_Eastern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Africa_Eastern traded rapeseed oil,Africa_Eastern traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Africa_Northern traded rapeseed oil,Africa_Northern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Africa_Northern traded rapeseed oil,Africa_Northern traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Africa_Southern traded rapeseed oil,Africa_Southern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Africa_Southern traded rapeseed oil,Africa_Southern traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Africa_Western traded rapeseed oil,Africa_Western traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Africa_Western traded rapeseed oil,Africa_Western traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Argentina traded rapeseed oil,Argentina traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Argentina traded rapeseed oil,Argentina traded rapeseed oil,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded rapeseed oil,Australia_NZ traded rapeseed oil,Australia_NZ traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Australia_NZ traded rapeseed oil,Australia_NZ traded rapeseed oil,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded rapeseed oil,Brazil traded rapeseed oil,Brazil traded rapeseed oil,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rapeseed oil,Brazil traded rapeseed oil,Brazil traded rapeseed oil,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rapeseed oil,Canada traded rapeseed oil,Canada traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Canada traded rapeseed oil,Canada traded rapeseed oil,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded rapeseed oil,Central America and Caribbean traded rapeseed oil,Central America and Caribbean traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Central America and Caribbean traded rapeseed oil,Central America and Caribbean traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Central Asia traded rapeseed oil,Central Asia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,China traded rapeseed oil,China traded rapeseed oil,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rapeseed oil,China traded rapeseed oil,China traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Colombia traded rapeseed oil,Colombia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Colombia traded rapeseed oil,Colombia traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,EU-12 traded rapeseed oil,EU-12 traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,EU-12 traded rapeseed oil,EU-12 traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,EU-15 traded rapeseed oil,EU-15 traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,EU-15 traded rapeseed oil,EU-15 traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Europe_Eastern traded rapeseed oil,Europe_Eastern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Europe_Eastern traded rapeseed oil,Europe_Eastern traded rapeseed oil,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
USA,traded rapeseed oil,Europe_Non_EU traded rapeseed oil,Europe_Non_EU traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Europe_Non_EU traded rapeseed oil,Europe_Non_EU traded rapeseed oil,trn_shipping_intl,4.52E-04,1500,1500,1500,1500,1500
USA,traded rapeseed oil,European Free Trade Association traded rapeseed oil,European Free Trade Association traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,European Free Trade Association traded rapeseed oil,European Free Trade Association traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,India traded rapeseed oil,India traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,India traded rapeseed oil,India traded rapeseed oil,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rapeseed oil,Indonesia traded rapeseed oil,Indonesia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Indonesia traded rapeseed oil,Indonesia traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Japan traded rapeseed oil,Japan traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Japan traded rapeseed oil,Japan traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Mexico traded rapeseed oil,Mexico traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Mexico traded rapeseed oil,Mexico traded rapeseed oil,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rapeseed oil,Middle East traded rapeseed oil,Middle East traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Middle East traded rapeseed oil,Middle East traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Pakistan traded rapeseed oil,Pakistan traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Pakistan traded rapeseed oil,Pakistan traded rapeseed oil,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rapeseed oil,Russia traded rapeseed oil,Russia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Russia traded rapeseed oil,Russia traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,South Africa traded rapeseed oil,South Africa traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,South Africa traded rapeseed oil,South Africa traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,South America_Northern traded rapeseed oil,South America_Northern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,South America_Northern traded rapeseed oil,South America_Northern traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,South America_Southern traded rapeseed oil,South America_Southern traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,South America_Southern traded rapeseed oil,South America_Southern traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,South Asia traded rapeseed oil,South Asia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,South Asia traded rapeseed oil,South Asia traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,South Korea traded rapeseed oil,South Korea traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,South Korea traded rapeseed oil,South Korea traded rapeseed oil,trn_shipping_intl,4.52E-04,2000,4000,4000,4000,4000
USA,traded rapeseed oil,Southeast Asia traded rapeseed oil,Southeast Asia traded rapeseed oil,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rapeseed oil,Southeast Asia traded rapeseed oil,Southeast Asia traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,Taiwan traded rapeseed oil,Taiwan traded rapeseed oil,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rapeseed oil,Taiwan traded rapeseed oil,Taiwan traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rapeseed oil,USA traded rapeseed oil,USA traded rapeseed oil,trn_freight,3.62E-05,600,600,600,600,600
USA,traded rapeseed oil,USA traded rapeseed oil,USA traded rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Argentina traded rice,Argentina traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Argentina traded rice,Argentina traded rice,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded rice,Brazil traded rice,Brazil traded rice,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rice,Brazil traded rice,Brazil traded rice,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rice,Canada traded rice,Canada traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Canada traded rice,Canada traded rice,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Central Asia traded rice,Central Asia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,China traded rice,China traded rice,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rice,China traded rice,China traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Colombia traded rice,Colombia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Colombia traded rice,Colombia traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,EU-12 traded rice,EU-12 traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,EU-12 traded rice,EU-12 traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,EU-15 traded rice,EU-15 traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,EU-15 traded rice,EU-15 traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,trn_shipping_intl,4.52E-04,1500,1500,1500,1500,1500
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,India traded rice,India traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,India traded rice,India traded rice,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded rice,Indonesia traded rice,Indonesia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Indonesia traded rice,Indonesia traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Japan traded rice,Japan traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Japan traded rice,Japan traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Mexico traded rice,Mexico traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Mexico traded rice,Mexico traded rice,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rice,Middle East traded rice,Middle East traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Middle East traded rice,Middle East traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Pakistan traded rice,Pakistan traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Pakistan traded rice,Pakistan traded rice,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded rice,Russia traded rice,Russia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Russia traded rice,Russia traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,South Africa traded rice,South Africa traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,South Africa traded rice,South Africa traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,South Asia traded rice,South Asia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,South Asia traded rice,South Asia traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,South Korea traded rice,South Korea traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,South Korea traded rice,South Korea traded rice,trn_shipping_intl,4.52E-04,2000,4000,4000,4000,4000
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,trn_freight,3.62E-05,50,50,50,50,50
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,Taiwan traded rice,Taiwan traded rice,trn_freight,3.62E-05,150,150,150,150,150
USA,traded rice,Taiwan traded rice,Taiwan traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded rice,USA traded rice,USA traded rice,trn_freight,3.62E-05,600,600,600,600,600
USA,traded rice,USA traded rice,USA traded rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Africa_Eastern traded root_tuber,Africa_Eastern traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Africa_Eastern traded root_tuber,Africa_Eastern traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Africa_Northern traded root_tuber,Africa_Northern traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Africa_Northern traded root_tuber,Africa_Northern traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Africa_Southern traded root_tuber,Africa_Southern traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Africa_Southern traded root_tuber,Africa_Southern traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Africa_Western traded root_tuber,Africa_Western traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Africa_Western traded root_tuber,Africa_Western traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Argentina traded root_tuber,Argentina traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Argentina traded root_tuber,Argentina traded root_tuber,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded root_tuber,Australia_NZ traded root_tuber,Australia_NZ traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Australia_NZ traded root_tuber,Australia_NZ traded root_tuber,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded root_tuber,Brazil traded root_tuber,Brazil traded root_tuber,trn_freight,3.62E-05,150,150,150,150,150
USA,traded root_tuber,Brazil traded root_tuber,Brazil traded root_tuber,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded root_tuber,Canada traded root_tuber,Canada traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Canada traded root_tuber,Canada traded root_tuber,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded root_tuber,Central America and Caribbean traded root_tuber,Central America and Caribbean traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Central America and Caribbean traded root_tuber,Central America and Caribbean traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Central Asia traded root_tuber,Central Asia traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,China traded root_tuber,China traded root_tuber,trn_freight,3.62E-05,150,150,150,150,150
USA,traded root_tuber,China traded root_tuber,China traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Colombia traded root_tuber,Colombia traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Colombia traded root_tuber,Colombia traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,EU-12 traded root_tuber,EU-12 traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,EU-12 traded root_tuber,EU-12 traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,EU-15 traded root_tuber,EU-15 traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,EU-15 traded root_tuber,EU-15 traded root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded root_tuber,Europe_Eastern traded root_tuber,Europe_Eastern traded root_tuber,trn_freight,3.62E-05,50,50,50,50,50
USA,traded root_tuber,Europe_Eastern traded root_tuber,Europe_Eastern traded root_tuber,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
