# File: A271.freight_coef.csv
# Title: Coefficients of freight inputs to energy and ag commodities
# Units: million tkm per EJ = ton-meters per GJ
# Comments: price-unit-conversion takes into account the following:
#  (1) transportation output unit is 1e6 times the price unit denominator whereas all other sectors are 1e9.
#  (2) transportation price unit is 1990$ whereas others are 1975$.
#  (3) trn_freight costs are 17x higher than rail mode (the dominant mode for some of these fuels). Some de-rating is appropriate.
# Note: the methods are not set up to handle different tkm inputs for different refined liquid fuel commodities (e.g., ref liq industrial, ref liq enduse need to have the same coef in each region),,,,,,,,
# Column types: cccccnnnnnn
# ----------
region,supplysector,subsector,technology,minicam.energy.input,price.unit.conversion,1971,1990,2000,2015,2100
USA,NonFoodDemand_Crops,MiscCrop,MiscCrop,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,NutsSeeds,NutsSeeds,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,OilCrop,OilCrop,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,OilCrop oil,OilCrop oil,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,OtherGrain,OtherGrain,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,PalmFruit,PalmFruit,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,PalmFruit oil,PalmFruit oil,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Rapeseed,Rapeseed,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Rapeseed oil,Rapeseed oil,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Rice,Rice,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,RootTuber,RootTuber,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Soybean,Soybean,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Soybean oil,Soybean oil,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,SugarCrop,SugarCrop,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Vegetables,Vegetables,trn_freight,3.62E-05,600,600,600,600,600
USA,NonFoodDemand_Crops,Wheat,Wheat,trn_freight,3.62E-05,600,600,600,600,600
USA,refined liquids enduse,biodiesel,oilcrop biodiesel,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids enduse,biodiesel,palmfruit biodiesel,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids enduse,biodiesel,rapeseed biodiesel,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids enduse,biodiesel,soybean biodiesel,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids enduse,refined oil,refined oil,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids gasoline pool,ethanol,corn ethanol,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids gasoline pool,ethanol,sugar cane ethanol,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids gasoline pool,refining,refining,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,refined liquids industrial,refined liquids industrial,refined liquids industrial,trn_freight,4.52E-04,2800,2800,2800,2800,2800
USA,regional biomass,regional biomass,regional biomass,trn_freight,3.62E-05,33000,33000,33000,33000,33000
USA,regional biomassOil soybean,regional biomassOil soybean,Soybean oil,trn_freight,4.52E-04,11500,11500,11500,11500,11500
USA,regional coal,domestic coal,domestic coal,trn_freight,3.62E-05,38000,35000,38000,42000,42000
USA,regional corn,imported corn,imported corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,trn_freight,4.52E-04,9000,9000,9000,9000,9000
USA,regional DDGS,imported DDGS,imported DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional fibercrop,imported fibercrop,imported fibercrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional fruits,imported fruits,imported fruits,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional legumes,imported legumes,imported legumes,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional misccrop,imported misccrop,imported misccrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional nuts_seeds,imported nuts_seeds,imported nuts_seeds,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional oilcrop,imported oilcrop,imported oilcrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional oilcrop feedcake,imported oilcrop feedcake,imported oilcrop feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional oilcrop oil,imported oilcrop oil,imported oilcrop oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional othergrain,imported othergrain,imported othergrain,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional palmfruit,imported palmfruit,imported palmfruit,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional palmfruit feedcake,imported palmfruit feedcake,imported palmfruit feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional palmfruit oil,imported palmfruit oil,imported palmfruit oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional rapeseed,imported rapeseed,imported rapeseed,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional rapeseed feedcake,imported rapeseed feedcake,imported rapeseed feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional rapeseed oil,imported rapeseed oil,imported rapeseed oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional rice,imported rice,imported rice,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional root_tuber,imported root_tuber,imported root_tuber,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional soybean,imported soybean,imported soybean,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional soybean feedcake,imported soybean feedcake,imported soybean feedcake,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional soybean oil,imported soybean oil,imported soybean oil,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional sugarcrop,imported sugarcrop,imported sugarcrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional vegetables,imported vegetables,imported vegetables,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,regional wheat,imported wheat,imported wheat,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Africa_Eastern traded corn,Africa_Eastern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Africa_Eastern traded corn,Africa_Eastern traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Africa_Northern traded corn,Africa_Northern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Africa_Northern traded corn,Africa_Northern traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Africa_Southern traded corn,Africa_Southern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Africa_Southern traded corn,Africa_Southern traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Africa_Western traded corn,Africa_Western traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Africa_Western traded corn,Africa_Western traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Argentina traded corn,Argentina traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Argentina traded corn,Argentina traded corn,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded corn,Australia_NZ traded corn,Australia_NZ traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Australia_NZ traded corn,Australia_NZ traded corn,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded corn,Brazil traded corn,Brazil traded corn,trn_freight,3.62E-05,150,150,150,150,150
USA,traded corn,Brazil traded corn,Brazil traded corn,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded corn,Canada traded corn,Canada traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Canada traded corn,Canada traded corn,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded corn,Central America and Caribbean traded corn,Central America and Caribbean traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Central America and Caribbean traded corn,Central America and Caribbean traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Central Asia traded corn,Central Asia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,China traded corn,China traded corn,trn_freight,3.62E-05,150,150,150,150,150
USA,traded corn,China traded corn,China traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Colombia traded corn,Colombia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Colombia traded corn,Colombia traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,EU-12 traded corn,EU-12 traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,EU-12 traded corn,EU-12 traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,EU-15 traded corn,EU-15 traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,EU-15 traded corn,EU-15 traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Europe_Eastern traded corn,Europe_Eastern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Europe_Eastern traded corn,Europe_Eastern traded corn,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
USA,traded corn,Europe_Non_EU traded corn,Europe_Non_EU traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Europe_Non_EU traded corn,Europe_Non_EU traded corn,trn_shipping_intl,4.52E-04,1500,1500,1500,1500,1500
USA,traded corn,European Free Trade Association traded corn,European Free Trade Association traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,European Free Trade Association traded corn,European Free Trade Association traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,India traded corn,India traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,India traded corn,India traded corn,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded corn,Indonesia traded corn,Indonesia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Indonesia traded corn,Indonesia traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Japan traded corn,Japan traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Japan traded corn,Japan traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Mexico traded corn,Mexico traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Mexico traded corn,Mexico traded corn,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded corn,Middle East traded corn,Middle East traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Middle East traded corn,Middle East traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Pakistan traded corn,Pakistan traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Pakistan traded corn,Pakistan traded corn,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded corn,Russia traded corn,Russia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Russia traded corn,Russia traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,South Africa traded corn,South Africa traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,South Africa traded corn,South Africa traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,South America_Northern traded corn,South America_Northern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,South America_Northern traded corn,South America_Northern traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,South America_Southern traded corn,South America_Southern traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,South America_Southern traded corn,South America_Southern traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,South Asia traded corn,South Asia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,South Asia traded corn,South Asia traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,South Korea traded corn,South Korea traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,South Korea traded corn,South Korea traded corn,trn_shipping_intl,4.52E-04,2000,4000,4000,4000,4000
USA,traded corn,Southeast Asia traded corn,Southeast Asia traded corn,trn_freight,3.62E-05,50,50,50,50,50
USA,traded corn,Southeast Asia traded corn,Southeast Asia traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,Taiwan traded corn,Taiwan traded corn,trn_freight,3.62E-05,150,150,150,150,150
USA,traded corn,Taiwan traded corn,Taiwan traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded corn,USA traded corn,USA traded corn,trn_freight,3.62E-05,600,600,600,600,600
USA,traded corn,USA traded corn,USA traded corn,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Africa_Eastern traded DDGS,Africa_Eastern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Africa_Eastern traded DDGS,Africa_Eastern traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Africa_Northern traded DDGS,Africa_Northern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Africa_Northern traded DDGS,Africa_Northern traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Africa_Southern traded DDGS,Africa_Southern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Africa_Southern traded DDGS,Africa_Southern traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Africa_Western traded DDGS,Africa_Western traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Africa_Western traded DDGS,Africa_Western traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Argentina traded DDGS,Argentina traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Argentina traded DDGS,Argentina traded DDGS,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded DDGS,Australia_NZ traded DDGS,Australia_NZ traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Australia_NZ traded DDGS,Australia_NZ traded DDGS,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded DDGS,Brazil traded DDGS,Brazil traded DDGS,trn_freight,3.62E-05,150,150,150,150,150
USA,traded DDGS,Brazil traded DDGS,Brazil traded DDGS,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded DDGS,Canada traded DDGS,Canada traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Canada traded DDGS,Canada traded DDGS,trn_shipping_intl,4.52E-04,1000,1000,1000,1000,1000
USA,traded DDGS,Central America and Caribbean traded DDGS,Central America and Caribbean traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Central America and Caribbean traded DDGS,Central America and Caribbean traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Central Asia traded DDGS,Central Asia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,China traded DDGS,China traded DDGS,trn_freight,3.62E-05,150,150,150,150,150
USA,traded DDGS,China traded DDGS,China traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Colombia traded DDGS,Colombia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Colombia traded DDGS,Colombia traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,EU-12 traded DDGS,EU-12 traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,EU-12 traded DDGS,EU-12 traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,EU-15 traded DDGS,EU-15 traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,EU-15 traded DDGS,EU-15 traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Europe_Eastern traded DDGS,Europe_Eastern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Europe_Eastern traded DDGS,Europe_Eastern traded DDGS,trn_shipping_intl,4.52E-04,2000,0,2000,2000,3000
USA,traded DDGS,Europe_Non_EU traded DDGS,Europe_Non_EU traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Europe_Non_EU traded DDGS,Europe_Non_EU traded DDGS,trn_shipping_intl,4.52E-04,1500,1500,1500,1500,1500
USA,traded DDGS,European Free Trade Association traded DDGS,European Free Trade Association traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,European Free Trade Association traded DDGS,European Free Trade Association traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,India traded DDGS,India traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,India traded DDGS,India traded DDGS,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
USA,traded DDGS,Indonesia traded DDGS,Indonesia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Indonesia traded DDGS,Indonesia traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Japan traded DDGS,Japan traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Japan traded DDGS,Japan traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Mexico traded DDGS,Mexico traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Mexico traded DDGS,Mexico traded DDGS,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded DDGS,Middle East traded DDGS,Middle East traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Middle East traded DDGS,Middle East traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Pakistan traded DDGS,Pakistan traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Pakistan traded DDGS,Pakistan traded DDGS,trn_shipping_intl,4.52E-04,2000,2000,2000,2000,2000
USA,traded DDGS,Russia traded DDGS,Russia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Russia traded DDGS,Russia traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,South Africa traded DDGS,South Africa traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,South Africa traded DDGS,South Africa traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,South America_Northern traded DDGS,South America_Northern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,South America_Northern traded DDGS,South America_Northern traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,South America_Southern traded DDGS,South America_Southern traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,South America_Southern traded DDGS,South America_Southern traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,South Asia traded DDGS,South Asia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,South Asia traded DDGS,South Asia traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,South Korea traded DDGS,South Korea traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,South Korea traded DDGS,South Korea traded DDGS,trn_shipping_intl,4.52E-04,2000,4000,4000,4000,4000
USA,traded DDGS,Southeast Asia traded DDGS,Southeast Asia traded DDGS,trn_freight,3.62E-05,50,50,50,50,50
USA,traded DDGS,Southeast Asia traded DDGS,Southeast Asia traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,Taiwan traded DDGS,Taiwan traded DDGS,trn_freight,3.62E-05,150,150,150,150,150
USA,traded DDGS,Taiwan traded DDGS,Taiwan traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded DDGS,USA traded DDGS,USA traded DDGS,trn_freight,3.62E-05,600,600,600,600,600
USA,traded DDGS,USA traded DDGS,USA traded DDGS,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded fibercrop,Africa_Eastern traded fibercrop,Africa_Eastern traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Africa_Eastern traded fibercrop,Africa_Eastern traded fibercrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded fibercrop,Africa_Northern traded fibercrop,Africa_Northern traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Africa_Northern traded fibercrop,Africa_Northern traded fibercrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded fibercrop,Africa_Southern traded fibercrop,Africa_Southern traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Africa_Southern traded fibercrop,Africa_Southern traded fibercrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded fibercrop,Africa_Western traded fibercrop,Africa_Western traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Africa_Western traded fibercrop,Africa_Western traded fibercrop,trn_shipping_intl,4.52E-04,4000,4000,4000,4000,4000
USA,traded fibercrop,Argentina traded fibercrop,Argentina traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Argentina traded fibercrop,Argentina traded fibercrop,trn_shipping_intl,4.52E-04,1000,2000,2000,2000,2000
USA,traded fibercrop,Australia_NZ traded fibercrop,Australia_NZ traded fibercrop,trn_freight,3.62E-05,50,50,50,50,50
USA,traded fibercrop,Australia_NZ traded fibercrop,Australia_NZ traded fibercrop,trn_shipping_intl,4.52E-04,2500,2500,2500,2500,2500
USA,traded fibercrop,Brazil traded fibercrop,Brazil traded fibercrop,trn_freight,3.62E-05,150,150,150,150,150
USA,traded fibercrop,Brazil traded fibercrop,Brazil traded fibercrop,trn_shipping_intl,4.52E-04,3000,3000,3000,3000,3000
