# File: A26.globaltech_shrwt.csv
# Title: Final energy transformation default technology shareweights
# Units: NA
# Description: Default shareweights for final energy transformation technologies, used to interpolate shareweights for all model years
# Source: NA
# Column types: ccciiii
# ----------
supplysector,subsector,technology,1971,2015,2020,2100
backup_electricity,gas,gas (steam/CT),1,1,1,1
csp_backup,gas,CSP gas hybrid mode,1,1,1,1
delivered biomass,delivered biomass,delivered biomass,1,1,1,1
delivered coal,delivered coal,delivered coal,1,1,1,1
electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,1,1,1,1
elect_td_bld,elect_td_bld,elect_td_bld,1,1,1,1
elect_td_ind,elect_td_ind,elect_td_ind,1,1,1,1
elect_td_trn,elect_td_trn,elect_td_trn,1,1,1,1
gas pipeline,gas pipeline,gas pipeline,1,1,1,1
wholesale gas,wholesale gas,wholesale gas,1,1,1,1
delivered gas,delivered gas,delivered gas,1,1,1,1
aviation fuels,refined oil,refined oil,1,1,1,1
aviation fuels,HEFA,soybean HEFA,0,0,1,1
aviation fuels,HEFA,rapeseed HEFA,0,0,1,1
aviation fuels,HEFA,palmfruit HEFA,0,0,1,1
aviation fuels,HEFA,oilcrop HEFA,0,0,1,1
aviation fuels,ETJ,corn ETJ,0,0,1,1
refined liquids enduse,refined oil,refined oil,1,1,1,1
refined liquids enduse,biodiesel,oilcrop biodiesel,1,1,1,1
refined liquids enduse,biodiesel,rapeseed biodiesel,1,1,1,1
refined liquids enduse,biodiesel,palmfruit biodiesel,1,1,1,1
refined liquids enduse,biodiesel,soybean biodiesel,1,1,1,1
refined liquids enduse,biodiesel,other biodiesel,0,0,0,0
refined liquids industrial,refined liquids industrial,refined liquids industrial,1,1,1,1
refined liquids enduse,renewable diesel,soybean HEFA,0,0,1,1
refined liquids enduse,renewable diesel,rapeseed HEFA,0,0,1,1
refined liquids enduse,renewable diesel,palmfruit HEFA,0,0,1,1
refined liquids enduse,renewable diesel,oilcrop HEFA,0,0,1,1
refined liquids enduse,renewable diesel,corn ethanol renewable diesel,0,0,1,1
