# File: A222.stubtech_shrwt.csv
# Title: USA refining technology share-weights
# Units: none
# Column types: ccccnnnnnnnn
# ----------
region,supplysector,subsector,technology,2020,2025,2030,2035,2040,2045,2050,2100
USA,regional biomassOil oilcrop,regional biomassOil oilcrop,OilCrop oil,0,0,0,0,0,0,0,0
USA,regional biomassOil rapeseed,regional biomassOil rapeseed,Rapeseed oil,0,0,0,0,0,0,0,0
USA,regional biomassOil soybean,regional biomassOil soybean,Soybean oil,1,1,1,1,1,1,1,1
USA,refining,oil refining,oil refining,1,1,1,1,1,1,1,1
USA,refining,coal to liquids,coal to liquids,1,1,1,1,1,1,1,1
USA,refining,coal to liquids,coal to liquids CCS level 1,0,0,0,0,0,0,0,0
USA,refining,coal to liquids,coal to liquids CCS level 2,0,0,0,0,0,0,0,0
USA,refining,gas to liquids,gas to liquids,1,1,1,1,1,1,1,1
USA,cellulosic ethanol,cellulosic ethanol,cellulosic ethanol,0,0,0,0,0,0,0,0
USA,cellulosic ethanol,cellulosic ethanol,cellulosic ethanol (no constraint),0,0,0,0,0,0,0,0
USA,cellulosic ethanol,cellulosic ethanol,cellulosic ethanol CCS level 1,0,0,0,0,0,0,0,0
USA,cellulosic ethanol,cellulosic ethanol,cellulosic ethanol CCS level 2,0,0,0,0,0,0,0,0
USA,refining,biomass liquids,FT biofuels,0,0,0,0,0,0,0,0
USA,refining,biomass liquids,FT biofuels CCS level 1,0,0,0,0,0,0,0,0
USA,refining,biomass liquids,FT biofuels CCS level 2,0,0,0,0,0,0,0,0
USA,corn ethanol,corn ethanol,corn ethanol,1,1,1,1,1,1,1,1
USA,corn ethanol,corn ethanol,corn ethanol (no constraint),1,1,1,1,1,1,1,1
USA,soybean biodiesel,soybean biodiesel,soybean biodiesel,1,1,1,1,1,1,1,1
USA,cellulosic ethanol,cellulosic ethanol,cellulosic ethanol (residue bio),0,0,0,0,0,0,0,0
