# File: A21.globaltech_shrwt.csv
# Title: Primary energy handling default shareweights
# Units: Unitless
# Column types: cccii 
# ----------
supplysector,subsector,technology,1971,2100
regional biomass,regional biomass,regional biomass,1,1
regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,1,1
regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol,1,1
regional biomassOil oilcrop,regional biomassOil oilcrop,OilCrop oil,0,0
regional biomassOil palmfruit,regional biomassOil palmfruit,PalmFruit oil,0,0
regional biomassOil rapeseed,regional biomassOil rapeseed,Rapeseed oil,0,0
regional biomassOil soybean,regional biomassOil soybean,Soybean oil,0,0
