# File: A_jet_fuel_net_trade.csv
# Title: A_jet_fuel_net_trade
# Units: Various
# Description: NA
# Source: KBN generated this using net jet trade from IEA temporarily. We should re-generate this in the data system
# Column types: iinnnnn 
# ----------
GCAM_region_ID,year,value,cons,prod,imports,exports
1,1971,-0.3405311,2.12966936,1.78913826,0.3405311,0
1,1972,-0.38963288,2.16441316,1.77478028,0.38963288,0
1,1973,-0.4049955,2.18542688,1.78043138,0.4049955,0
1,1974,-0.32554522,2.0729072,1.74736198,0.32554522,0
1,2015,0.047469625,3.200072691,3.247542316,0,0.047469625
1,1976,-0.1232777,2.09115816,1.96788046,0.1232777,0
1,1977,-0.11691498,2.19982672,2.08291174,0.11691498,0
1,1978,-0.15031926,2.23649608,2.08617682,0.15031926,0
1,1979,-0.12331956,2.35433198,2.23101242,0.12331956,0
1,1980,-0.12855206,2.34231816,2.2137661,0.12855206,0
1,1981,-0.05810168,2.2007895,2.14268782,0.05810168,0
1,1982,-0.02222766,2.1986965,2.17646884,0.02222766,0
1,1983,-0.04014374,2.26290974,2.222766,0.04014374,0
1,1984,-0.08773856,2.54228338,2.45454482,0.08773856,0
1,1985,-0.0359996,2.65019846,2.61419886,0.0359996,0
1,1986,-0.0556738,2.823206492,2.767532692,0.0556738,0
1,1987,-0.06546904,2.913805626,2.848336586,0.06546904,0
1,1988,-0.10971506,3.034410716,2.924695656,0.10971506,0
1,1989,-0.12059866,3.11752997,2.99693131,0.12059866,0
21,2010,0.388469385,0.594798606,0.983267991,0,0.388469385
1,1991,-0.02046954,3.117714031,3.097244491,0.02046954,0
1,1992,-0.03859492,3.062325453,3.023730533,0.03859492,0
1,1993,-0.0330694,3.099037864,3.065968464,0.0330694,0
1,1994,-0.13474734,3.233505289,3.098757949,0.13474734,0
1,1995,-0.11478012,3.20063003,3.08584991,0.11478012,0
1,1996,-0.06019468,3.347444141,3.287249461,0.06019468,0
1,1997,-0.0803712,3.370273266,3.289902066,0.0803712,0
1,1998,-0.1672307,3.423829403,3.256598703,0.1672307,0
1,1999,-0.15609594,3.522837785,3.366741845,0.15609594,0
1,2000,-0.21336042,3.659396765,3.446036345,0.21336042,0
1,2001,-0.21737898,3.473950224,3.256571244,0.21737898,0
1,2002,-0.15136576,3.404233588,3.252867828,0.15136576,0
1,2003,-0.14726348,3.324878906,3.177615426,0.14726348,0
1,2004,-0.12612418,3.435440827,3.309316647,0.12612418,0
28,2010,0.349286804,0.18217472,0.531461524,0,0.349286804
1,2006,-0.2270905,3.420441264,3.193350764,0.2270905,0
1,2007,-0.27937364,3.413255477,3.133881837,0.27937364,0
1,2008,0.005293388,3.20505276,3.210346148,0,0.005293388
1,2009,0.035062101,2.90328402,2.938346121,0,0.035062101
11,2015,0.096932204,1.348556731,1.445488935,0,0.096932204
1,2011,0.070446372,2.97683204,3.047278412,0,0.070446372
1,2012,0.105585711,2.903965631,3.009551342,0,0.105585711
1,2013,0.099137219,2.963067286,3.062204505,0,0.099137219
1,2014,0.097075956,3.038273948,3.135349904,0,0.097075956
21,2005,0.316216722,0.46364136,0.779858082,0,0.316216722
2,1971,-0.003517524,0.021330344,0.01781282,0.003517524,0
2,1972,-0.005685551,0.022606801,0.01692125,0.005685551,0
2,1973,-0.00655241,0.025545408,0.018992998,0.00655241,0
2,1974,-0.006948278,0.022099661,0.015151383,0.006948278,0
28,2005,0.298724057,0.1544634,0.453187457,0,0.298724057
2,1976,-0.00764065,0.025222193,0.017581543,0.00764065,0
2,1977,-0.01068801,0.025582847,0.014894837,0.01068801,0
2,1978,-0.011655978,0.026525635,0.014869657,0.011655978,0
2,1979,-0.012563699,0.029578167,0.017014468,0.012563699,0
2,1980,-0.010363027,0.030712802,0.020349775,0.010363027,0
2,1981,-0.008081606,0.030111806,0.0220302,0.008081606,0
2,1982,-0.009625876,0.027700717,0.018074841,0.009625876,0
2,1983,-0.012801652,0.02660446,0.013802808,0.012801652,0
2,1984,-0.0113019,0.028616177,0.017314277,0.0113019,0
2,1985,-0.011600541,0.028900018,0.017299477,0.011600541,0
2,1986,-0.01239414,0.029822562,0.017428422,0.01239414,0
2,1987,-0.015830779,0.032527063,0.016696284,0.015830779,0
2,1988,-0.017366941,0.033954752,0.016587811,0.017366941,0
2,1989,-0.021081906,0.038101501,0.017019595,0.021081906,0
13,2015,-0.726377237,2.049599157,1.32322192,0.726377237,0
2,1991,-0.015415486,0.03296033,0.017544844,0.015415486,0
2,1992,-0.013764358,0.03126157,0.017497212,0.013764358,0
2,1993,-0.016515121,0.033673931,0.01715881,0.016515121,0
2,1994,-0.023168221,0.040540954,0.017372733,0.023168221,0
2,1995,-0.023179949,0.03938234,0.016202391,0.023179949,0
2,1996,-0.024291676,0.041345119,0.017053443,0.024291676,0
2,1997,-0.026716711,0.042019677,0.015302966,0.026716711,0
2,1998,-0.031232406,0.043844261,0.012611855,0.031232406,0
2,1999,-0.037632516,0.049206205,0.011573689,0.037632516,0
2,2000,-0.036091462,0.052021531,0.015930069,0.036091462,0
2,2001,-0.038046111,0.052648352,0.014602241,0.038046111,0
2,2002,-0.03894004,0.054169143,0.015229103,0.03894004,0
2,2003,-0.039833542,0.055418687,0.015585145,0.039833542,0
2,2004,-0.045923345,0.060448498,0.014525153,0.045923345,0
29,1990,0.161343577,0.221023619,0.382367196,0,0.161343577
2,2006,-0.051397271,0.065649559,0.014252288,0.051397271,0
2,2007,-0.061833566,0.070867902,0.009034336,0.061833566,0
2,2008,-0.061765191,0.071029191,0.009264,0.061765191,0
2,2009,-0.058049298,0.071675601,0.013626303,0.058049298,0
29,2005,0.208197782,0.488148933,0.696346715,0,0.208197782
2,2011,-0.065076287,0.081893948,0.016817661,0.065076287,0
2,2012,-0.072280379,0.086691624,0.014411245,0.072280379,0
2,2013,-0.070160381,0.077795883,0.007635502,0.070160381,0
2,2014,-0.070516983,0.079106309,0.008589326,0.070516983,0
17,2010,0.174023193,0.2264626,0.400485793,0,0.174023193
3,1971,-0.013113416,0.02672104,0.013607624,0.013113416,0
3,1972,-0.013489366,0.026803647,0.013314281,0.013489366,0
3,1973,-0.015707655,0.031408228,0.015700573,0.015707655,0
3,1974,-0.016879782,0.034296841,0.017417059,0.016879782,0
25,2005,0.182482447,0.03496714,0.217449587,0,0.182482447
3,1976,-0.007880919,0.036474511,0.028593592,0.007880919,0
3,1977,0.004395268,0.041292944,0.045688212,0,0.004395268
3,1978,0.010246644,0.044852181,0.055098825,0,0.010246644
3,1979,-0.001147752,0.058880582,0.05773283,0.001147752,0
3,1980,0.013066065,0.064743986,0.077810051,0,0.013066065
3,1981,0.005044951,0.067548164,0.072593115,0,0.005044951
3,1982,0.015530808,0.055742048,0.071272856,0,0.015530808
3,1983,0.007457291,0.060809265,0.068266556,0,0.007457291
3,1984,0.013941875,0.057880274,0.071822149,0,0.013941875
3,1985,0.013431852,0.053943304,0.067375156,0,0.013431852
3,1986,0.016139596,0.053232284,0.06937188,0,0.016139596
3,1987,0.011703801,0.055620606,0.067324407,0,0.011703801
3,1988,0.014487002,0.053111459,0.067598461,0,0.014487002
3,1989,0.019391487,0.058225741,0.077617228,0,0.019391487
13,1990,0.098527197,1.158650516,1.257177713,0,0.098527197
3,1991,0.024036988,0.054377965,0.078414953,0,0.024036988
3,1992,0.030353778,0.060491305,0.090845083,0,0.030353778
3,1993,0.03256872,0.066898377,0.099467097,0,0.03256872
3,1994,0.070398187,0.082222435,0.152620622,0,0.070398187
3,1995,0.052023039,0.080050863,0.132073902,0,0.052023039
3,1996,0.049750817,0.086502272,0.136253089,0,0.049750817
3,1997,0.050963803,0.092537609,0.143501412,0,0.050963803
3,1998,0.056855599,0.086676311,0.14353191,0,0.056855599
3,1999,0.065971439,0.102125664,0.168097103,0,0.065971439
3,2000,0.083982883,0.104767326,0.188750209,0,0.083982883
3,2001,0.110335791,0.093801467,0.204137258,0,0.110335791
3,2002,0.114989233,0.094847251,0.209836484,0,0.114989233
3,2003,0.115274764,0.094810733,0.210085497,0,0.115274764
3,2004,0.106262296,0.102023887,0.208286183,0,0.106262296
29,2010,0.113163183,0.602018054,0.715181237,0,0.113163183
3,2006,0.085108369,0.11704952,0.202157889,0,0.085108369
3,2007,0.099852604,0.129319539,0.229172143,0,0.099852604
3,2008,0.086999832,0.136274423,0.223274255,0,0.086999832
3,2009,0.073254866,0.138406839,0.211661705,0,0.073254866
21,2015,0.302642687,0.799932703,1.10257539,0,0.302642687
3,2011,0.044628545,0.119216674,0.163845219,0,0.044628545
3,2012,0.053852249,0.131778092,0.185630341,0,0.053852249
3,2013,0.084626762,0.125704671,0.210331433,0,0.084626762
3,2014,0.07156125,0.127170602,0.198731852,0,0.07156125
25,1990,0.095920098,0.020136625,0.116056723,0,0.095920098
