# File: comtrade_biofuels.csv
# Title: trade of refined liquid biofuel products between countries in 2015
# Source: UN Comtrade database: https://comtrade.un.org/data/
# Units: Indicated in data column names
# Column types: iiciicciinnni
# ----------
Year,Reporter Code,Reporter ISO,Trade Flow Code,Partner Code,Partner ISO,Classification,Commodity Code,Qty Unit Code,Qty,Netweight (kg),Trade Value (US$),Flag
2015,528,NLD,2,643,RUS,H4,220720,7,23,21,18,0
2015,528,NLD,2,646,RWA,H4,220720,7,11,10,14,0
2015,616,POL,2,642,ROU,H4,220720,7,4518,3660,6516,0
2015,699,IND,2,646,RWA,H4,220720,7,489470,398130,419114,4
2015,705,SVN,1,642,ROU,H4,220720,7,960,758,673,0
2015,724,ESP,1,642,ROU,H4,220720,7,360,180,315,0
2015,757,CHE,2,642,ROU,H4,220720,7,4,3,38,0
2015,792,TUR,1,643,RUS,H4,220720,7,802849,633046,492064,0
2015,800,UGA,2,646,RWA,H4,220720,7,615860,480320,589589,0
2015,826,GBR,1,642,ROU,H4,220720,7,228,20,249,0
2015,826,GBR,2,642,ROU,H4,220720,7,35,35,818,0
2015,826,GBR,2,646,RWA,H4,220720,7,6000,6800,5786,0
2015,842,USA,1,643,RUS,H4,220720,7,624048,190136,195158,4
2015,40,AUT,1,642,ROU,H4,3826,8,1002350,1002350,843499,0
2015,40,AUT,2,642,ROU,H4,3826,8,3220,3220,13916,0
2015,40,AUT,2,643,RUS,H4,3826,8,89,89,1313,0
2015,56,BEL,2,642,ROU,H4,3826,8,26969,26969,87344,0
2015,56,BEL,2,646,RWA,H4,3826,8,186,186,3204,0
2015,100,BGR,1,642,ROU,H4,3826,8,27261550,27261550,24020204,0
2015,100,BGR,2,642,ROU,H4,3826,8,7313090,7313090,6587882,0
2015,112,BLR,1,643,RUS,H4,3826,8,752,752,2400,6
2015,112,BLR,2,643,RUS,H4,3826,8,2319323,2319323,2048500,0
2015,191,HRV,1,642,ROU,H4,3826,8,4153800,4153800,3668278,0
2015,208,DNK,1,642,ROU,H4,3826,8,19,19,20,0
2015,208,DNK,2,642,ROU,H4,3826,8,367,367,335,0
2015,246,FIN,2,643,RUS,H4,3826,8,50,50,103,0
2015,251,FRA,2,642,ROU,H4,3826,8,14040,14040,46580,0
2015,251,FRA,2,643,RUS,H4,3826,8,1225,1225,4764,0
2015,276,DEU,2,642,ROU,H4,3826,8,76,76,1906,0
2015,276,DEU,2,643,RUS,H4,3826,8,59245,59245,151494,0
2015,300,GRC,1,642,ROU,H4,3826,8,16226179,16226179,14218884,0
2015,348,HUN,1,642,ROU,H4,3826,8,3435,3435,3318,0
2015,348,HUN,2,642,ROU,H4,3826,8,6439,6439,6369,0
2015,381,ITA,1,642,ROU,H4,3826,8,2005060,2005060,1738200,0
2015,381,ITA,2,642,ROU,H4,3826,8,18457244,18457244,15337741,0
2015,398,KAZ,1,643,RUS,H4,3826,8,2914,2914,2391,0
2015,410,KOR,2,643,RUS,H4,3826,8,0,0,60,0
2015,428,LVA,2,643,RUS,H4,3826,8,132,132,306,0
2015,440,LTU,2,643,RUS,H4,3826,8,10,10,125,0
2015,490,,2,642,ROU,H4,3826,8,361660,361660,292193,0
2015,528,NLD,1,642,ROU,H4,3826,8,1625332,1625332,1345253,0
2015,528,NLD,2,642,ROU,H4,3826,8,342656,342656,333187,0
2015,528,NLD,1,643,RUS,H4,3826,8,1573,1573,1464,0
2015,528,NLD,2,643,RUS,H4,3826,8,2573921,2573921,4097665,0
2015,528,NLD,2,646,RWA,H4,3826,8,1,1,1,0
2015,616,POL,2,642,ROU,H4,3826,8,3264495,3264495,2676871,0
2015,616,POL,2,643,RUS,H4,3826,8,1,1,71,0
2015,643,RUS,1,643,RUS,H4,3826,8,1080,1080,875,0
2015,643,RUS,4,643,RUS,H4,3826,8,1080,1080,875,0
2015,764,THA,2,643,RUS,H4,3826,8,28400,28400,144442,0
2015,804,UKR,1,643,RUS,H4,3826,8,42250,42250,37151,0
2015,242,FJI,2,882,WSM,H4,220720,7,1864,1496,1574,6
2015,242,FJI,3,882,WSM,H4,220720,7,1864,1496,1574,6
2015,251,FRA,2,666,SPM,H4,220720,7,79,9,67,2
2015,842,USA,2,670,VCT,H4,220720,7,1005,3398,3577,4
2015,554,NZL,2,882,WSM,H4,3826,8,40,0,378,0
2015,554,NZL,3,882,WSM,H4,3826,8,0,0,168,0
2015,670,VCT,1,662,LCA,H3,220720,7,246,13,184,2
2015,780,TTO,2,662,LCA,H3,220720,7,13934,6790,11766,2
2015,52,BRB,2,662,LCA,H2,220720,7,2046,520,1728,2
2015,8,ALB,1,688,SRB,H4,220720,7,177001,142864,155251,0
2015,40,AUT,2,678,STP,H4,220720,7,1274,117,927,2
2015,56,BEL,2,682,SAU,H4,220720,7,116824,92221,103673,0
2015,70,BIH,1,688,SRB,H4,220720,7,172,36,158,2
2015,251,FRA,2,682,SAU,H4,220720,7,181932,126484,153624,2
2015,251,FRA,2,686,SEN,H4,220720,7,46503,3143,39268,2
2015,276,DEU,2,682,SAU,H4,220720,7,964,780,10201,0
2015,276,DEU,2,688,SRB,H4,220720,7,13824,11446,11467,6
2015,360,IDN,1,682,SAU,H4,220720,7,4465,3176,4112,2
2015,384,CIV,1,686,SEN,H4,220720,7,391153,280397,292401,2
2015,410,KOR,1,682,SAU,H4,220720,7,267,14,246,2
2015,499,MNE,1,688,SRB,H4,220720,7,184,184,345,0
2015,512,OMN,1,682,SAU,H4,220720,7,18046,13200,13490,2
2015,528,NLD,1,682,SAU,H4,220720,7,3,3,2,0
2015,528,NLD,2,682,SAU,H4,220720,7,7,6,5,0
2015,528,NLD,2,688,SRB,H4,220720,7,230,207,694,0
2015,586,PAK,1,682,SAU,H4,220720,7,38400,39991,41048,4
2015,586,PAK,2,682,SAU,H4,220720,7,16405576,8937559,9408631,4
2015,586,PAK,4,682,SAU,H4,220720,7,38400,39991,41048,4
2015,616,POL,2,688,SRB,H4,220720,7,6,7,150,0
2015,620,PRT,2,678,STP,H4,220720,7,7778,2661,5662,2
2015,699,IND,2,682,SAU,H4,220720,7,2077000,1457689,1534520,4
2015,705,SVN,2,688,SRB,H4,220720,7,2397,2400,3570,0
2015,724,ESP,2,682,SAU,H4,220720,7,18734200,14386000,8840262,0
2015,724,ESP,2,686,SEN,H4,220720,7,37,30,43,0
2015,724,ESP,1,688,SRB,H4,220720,7,0,0,64,0
2015,764,THA,1,682,SAU,H4,220720,7,14,6,11,2
2015,784,ARE,2,682,SAU,H4,220720,1,0,51200,58469,0
2015,784,ARE,3,682,SAU,H4,220720,1,0,51200,58469,0
2015,792,TUR,2,682,SAU,H4,220720,7,13457,10880,15776,0
2015,792,TUR,2,688,SRB,H4,220720,7,11220,11220,19212,0
2015,807,MKD,2,688,SRB,H4,220720,7,6253,6253,16021,0
2015,826,GBR,2,682,SAU,H4,220720,7,8921,9641,79266,0
2015,842,USA,2,682,SAU,H4,220720,7,471551,297169,312832,4
2015,48,BHR,2,682,SAU,H4,3826,1,0,NA,5,0
2015,48,BHR,3,682,SAU,H4,3826,1,0,NA,5,0
2015,70,BIH,1,688,SRB,H4,3826,8,2503985,2503985,2038018,0
2015,100,BGR,2,688,SRB,H4,3826,8,11,11,608,0
2015,251,FRA,2,686,SEN,H4,3826,8,37,37,291,0
2015,251,FRA,2,688,SRB,H4,3826,8,100,100,44,0
2015,348,HUN,2,688,SRB,H4,3826,8,2768,2768,5981,0
2015,381,ITA,2,688,SRB,H4,3826,8,18000,18000,31232,0
2015,499,MNE,1,688,SRB,H4,3826,8,300,300,543,0
2015,528,NLD,1,682,SAU,H4,3826,8,208,208,189,0
2015,528,NLD,2,682,SAU,H4,3826,8,235,235,217,0
2015,528,NLD,1,686,SEN,H4,3826,8,10,10,8,0
2015,528,NLD,2,686,SEN,H4,3826,8,3,3,2,0
2015,528,NLD,1,688,SRB,H4,3826,8,209,209,191,0
2015,528,NLD,2,688,SRB,H4,3826,8,87135,87135,123104,0
2015,702,SGP,2,682,SAU,H4,3826,8,280,280,13100,0
2015,764,THA,2,682,SAU,H4,3826,8,23920,23920,116496,0
2015,24,AGO,1,702,SGP,H4,3826,8,111,111,7595,0
2015,36,AUS,1,702,SGP,H4,3826,8,114699495,114699495,87695553,0
2015,40,AUT,2,703,SVK,H4,220720,7,236,63,171,2
2015,40,AUT,1,705,SVN,H4,220720,7,436,104,326,2
2015,40,AUT,2,705,SVN,H4,220720,7,130313,108769,94869,2
2015,40,AUT,1,690,SYC,H4,3826,8,843706,843706,800444,0
2015,40,AUT,1,703,SVK,H4,3826,8,2835020,2835020,2488486,0
2015,40,AUT,2,703,SVK,H4,3826,8,1271250,1271250,1450452,0
2015,40,AUT,1,705,SVN,H4,3826,8,1169050,1169050,1101817,0
2015,40,AUT,2,705,SVN,H4,3826,8,24601100,24601100,20375276,0
2015,56,BEL,2,702,SGP,H4,220720,7,18,15,579,0
2015,56,BEL,2,690,SYC,H4,3826,8,13,13,32,0
2015,56,BEL,2,702,SGP,H4,3826,8,180,180,965,0
2015,56,BEL,1,703,SVK,H4,3826,8,1996500,1996500,1861629,0
2015,70,BIH,1,705,SVN,H4,220720,7,211,4,194,2
2015,70,BIH,1,703,SVK,H4,3826,8,37700,37700,34514,0
2015,104,MMR,1,702,SGP,H4,220720,7,25723,25723,50819,0
2015,104,MMR,1,702,SGP,H4,3826,8,22800,22800,30780,0
2015,112,BLR,2,703,SVK,H4,3826,8,184020,184020,136300,0
2015,124,CAN,2,702,SGP,H4,220720,7,227,187,165,6
2015,124,CAN,1,702,SGP,H4,3826,8,76928600,76928600,82230302,0
2015,144,LKA,1,702,SGP,H4,220720,7,19000,52633,54023,4
2015,191,HRV,1,705,SVN,H4,220720,7,626873,540886,503892,0
2015,191,HRV,2,705,SVN,H4,220720,7,110361,98546,86787,0
2015,191,HRV,1,703,SVK,H4,3826,8,97282,97282,84118,0
2015,191,HRV,1,705,SVN,H4,3826,8,50009,50009,44134,0
2015,191,HRV,2,705,SVN,H4,3826,8,1575273,1575273,1365282,0
2015,203,CZE,1,703,SVK,H4,220720,7,2245979,1797971,1568242,0
2015,203,CZE,2,703,SVK,H4,220720,7,420092,366729,517017,0
2015,203,CZE,1,703,SVK,H4,3826,8,56114224,56114224,50728892,0
2015,203,CZE,2,703,SVK,H4,3826,8,7298321,7298321,6505666,0
2015,208,DNK,1,703,SVK,H4,220720,7,33,30,45,0
2015,208,DNK,1,705,SVN,H4,220720,7,88,78,121,0
2015,208,DNK,1,703,SVK,H4,3826,8,18,18,18,0
2015,208,DNK,1,705,SVN,H4,3826,8,8,8,11,0
2015,208,DNK,2,705,SVN,H4,3826,8,82,82,246,0
2015,246,FIN,2,703,SVK,H4,3826,8,156,156,389,0
2015,251,FRA,2,702,SGP,H4,220720,7,20035,3573,16917,6
2015,251,FRA,2,705,SVN,H4,220720,7,201278,204280,169961,2
2015,276,DEU,1,702,SGP,H4,220720,7,163,128,125,0
2015,276,DEU,2,702,SGP,H4,220720,7,184,285,1353,0
2015,276,DEU,1,703,SVK,H4,220720,7,1638500,1292780,927175,0
2015,276,DEU,2,703,SVK,H4,220720,7,819,769,10986,4
2015,276,DEU,1,705,SVN,H4,220720,7,35242,30242,29565,0
2015,276,DEU,2,705,SVN,H4,220720,7,1812,1749,7114,0
2015,276,DEU,1,703,SVK,H4,3826,8,1095722,1095722,898029,0
2015,276,DEU,2,703,SVK,H4,3826,8,155441,155441,129438,0
2015,276,DEU,1,705,SVN,H4,3826,8,75758,75758,70314,0
2015,276,DEU,2,705,SVN,H4,3826,8,1530292,1530292,1366941,0
2015,288,GHA,2,694,SLE,H4,220720,1,0,2584,7622,0
2015,348,HUN,1,703,SVK,H4,220720,7,38422327,34580096,26924204,0
2015,348,HUN,2,703,SVK,H4,220720,7,1248035,1123232,853713,0
2015,348,HUN,1,705,SVN,H4,220720,7,59499,53549,23821,0
2015,348,HUN,2,705,SVN,H4,220720,7,1344362,1209926,967457,0
2015,348,HUN,1,703,SVK,H4,3826,8,5733843,5733843,5731036,0
2015,348,HUN,2,703,SVK,H4,3826,8,93402337,93402337,90551873,0
2015,348,HUN,1,705,SVN,H4,3826,8,77438,77438,68693,0
2015,352,ISL,1,702,SGP,H4,3826,8,1045131,1045131,1159347,0
2015,360,IDN,1,702,SGP,H4,3826,8,1,1,306,0
2015,360,IDN,2,702,SGP,H4,3826,8,222,222,11,0
2015,376,ISR,1,702,SGP,H4,220720,7,988565,606969,623000,4
2015,381,ITA,2,703,SVK,H4,220720,7,21,21,52,0
2015,381,ITA,1,705,SVN,H4,220720,7,50,50,55,0
2015,381,ITA,2,705,SVN,H4,220720,7,610,629,842,0
2015,381,ITA,1,705,SVN,H4,3826,8,199556,199556,73707,0
2015,381,ITA,2,705,SVN,H4,3826,8,6531452,6531452,5713890,0
2015,392,JPN,2,702,SGP,H4,220720,7,9815,125965,132604,4
2015,410,KOR,1,702,SGP,H4,3826,8,2,2,25,0
2015,440,LTU,1,705,SVN,H4,3826,8,545,545,4597,0
2015,458,MYS,1,702,SGP,H4,220720,7,566983,634758,651523,4
2015,458,MYS,2,702,SGP,H4,220720,7,32023,103602,109062,4
2015,458,MYS,1,705,SVN,H4,220720,7,68970,94013,96496,4
2015,458,MYS,1,702,SGP,H4,3826,8,1000,1000,2469,0
2015,458,MYS,2,702,SGP,H4,3826,8,57251,57251,197770,0
2015,499,MNE,1,705,SVN,H4,220720,7,9,9,33,0
2015,528,NLD,2,694,SLE,H4,220720,7,656,590,924,0
2015,528,NLD,1,702,SGP,H4,220720,7,4,4,3,0
2015,528,NLD,2,702,SGP,H4,220720,7,6,5,5,0
2015,528,NLD,1,703,SVK,H4,220720,7,12376,11138,10752,0
2015,528,NLD,2,703,SVK,H4,220720,7,3304,2975,2871,0
2015,528,NLD,1,705,SVN,H4,220720,7,12058,10852,10478,0
2015,528,NLD,2,705,SVN,H4,3826,8,53119,53119,53485,0
2015,528,NLD,2,705,SVN,H4,220720,7,1755,1580,1512,0
2015,528,NLD,1,702,SGP,H4,3826,8,1001,1001,930,0
2015,528,NLD,2,702,SGP,H4,3826,8,183,183,169,0
2015,528,NLD,1,703,SVK,H4,3826,8,34208,34208,31796,0
2015,528,NLD,2,703,SVK,H4,3826,8,86995,86995,81272,0
2015,528,NLD,1,705,SVN,H4,3826,8,50003,50003,46464,0
2015,586,PAK,2,702,SGP,H4,220720,7,258583,157149,165432,4
2015,604,PER,1,703,SVK,H4,220720,7,8,7,60,0
2015,608,PHL,1,702,SGP,H2,220720,7,3028950,3847857,2789470,2
2015,608,PHL,2,702,SGP,H2,220720,7,24809,26145,20949,2
2015,616,POL,2,703,SVK,H4,220720,7,1156853,1144274,867931,0
2015,616,POL,2,705,SVN,H4,220720,7,94710,94561,76000,0
2015,616,POL,1,703,SVK,H4,3826,8,933120,933120,699205,0
2015,616,POL,2,703,SVK,H4,3826,8,19508529,19508529,15293323,0
2015,616,POL,2,705,SVN,H4,3826,8,432426,432426,386388,0
2015,642,ROU,1,703,SVK,H4,3826,8,4370172,4370172,4734276,0
2015,688,SRB,1,705,SVN,H4,220720,7,4020,2240,3702,2
2015,699,IND,2,694,SLE,H4,220720,7,100000,68912,72545,4
2015,699,IND,1,702,SGP,H4,220720,7,40,478,491,4
2015,699,IND,2,702,SGP,H4,220720,7,20002,19931,20982,4
2015,703,SVK,1,703,SVK,H4,3826,8,56405,56405,46043,0
2015,703,SVK,4,703,SVK,H4,3826,8,56405,56405,46043,0
2015,703,SVK,1,705,SVN,H4,3826,8,297740,297740,270870,0
2015,703,SVK,2,705,SVN,H4,3826,8,940203,940203,824883,6
2015,704,VNM,2,702,SGP,H4,220720,7,64374,51636,54358,6
2015,705,SVN,1,703,SVK,H4,3826,8,403005,403005,342334,0
2015,705,SVN,2,703,SVK,H4,3826,8,325468,325468,295149,0
2015,710,ZAF,2,690,SYC,H4,220720,7,693,693,496,0
2015,710,ZAF,2,694,SLE,H4,220720,7,50,50,1076,0
2015,710,ZAF,2,702,SGP,H4,220720,7,628774,628774,121629,0
2015,710,ZAF,2,690,SYC,H4,3826,8,2000,2000,6500,0
2015,710,ZAF,2,702,SGP,H4,3826,8,858,858,31085,0
2015,752,SWE,2,702,SGP,H4,220720,7,4125,2009,49573,0
2015,752,SWE,2,702,SGP,H4,3826,8,896,896,474,6
2015,757,CHE,2,702,SGP,H4,220720,7,401,343,1881,0
2015,764,THA,2,702,SGP,H4,3826,8,4007,4007,21394,6
2015,764,THA,2,705,SVN,H4,3826,8,165600,165600,670574,0
2015,784,ARE,2,690,SYC,H4,220720,1,0,10,98,0
2015,784,ARE,3,690,SYC,H4,220720,1,0,10,98,0
2015,792,TUR,2,705,SVN,H4,3826,8,3447,3447,9271,0
2015,826,GBR,2,702,SGP,H4,220720,7,34160,27380,58294,0
2015,826,GBR,2,705,SVN,H4,220720,7,16,16,645,0
2015,826,GBR,2,702,SGP,H4,3826,8,61,61,36863,0
2015,826,GBR,2,703,SVK,H4,3826,8,5035,5035,56804,0
2015,842,USA,2,702,SGP,H4,220720,7,1962265,1209851,1273619,4
2015,842,USA,3,702,SGP,H4,220720,7,48898,32051,33740,4
2015,20,AND,1,724,ESP,H4,220720,7,3273,2510,2446,2
2015,24,AGO,1,710,ZAF,H4,220720,7,13899472,14573130,1128576,0
2015,24,AGO,1,710,ZAF,H4,3826,1,0,5308,6050,6
2015,32,ARG,2,724,ESP,H4,3826,8,6250000,6250000,4625000,0
2015,40,AUT,1,724,ESP,H4,220720,7,388,23,290,2
2015,40,AUT,2,724,ESP,H4,3826,8,72420,72420,62625,0
2015,48,BHR,1,710,ZAF,H4,220720,1,0,63020,65933,4
2015,56,BEL,2,710,ZAF,H4,220720,7,15,12,479,0
2015,56,BEL,1,724,ESP,H4,220720,7,21,21,73,0
2015,56,BEL,2,724,ESP,H4,220720,7,2776510,2776510,1777703,0
2015,56,BEL,1,724,ESP,H4,3826,8,88813800,88813800,80185327,0
2015,56,BEL,2,724,ESP,H4,3826,8,99593431,99593431,86691687,0
2015,72,BWA,1,710,ZAF,H4,220720,1,0,34544,74515,4
2015,104,MMR,1,710,ZAF,H4,3826,8,10000,10000,6000,0
2015,124,CAN,1,724,ESP,H4,3826,8,160,160,147,0
2015,156,CHN,1,710,ZAF,H4,220720,7,678019,203002,208363,4
2015,156,CHN,1,724,ESP,H4,220720,7,5160,24970,25629,4
2015,170,COL,1,724,ESP,H4,220720,7,2542,704,12497,0
2015,180,COD,1,710,ZAF,H4,220720,7,20,10,179,0
2015,196,CYP,1,710,ZAF,H4,220720,7,50190,39600,53752,0
2015,208,DNK,1,724,ESP,H4,220720,7,1624,1462,2234,0
2015,208,DNK,2,724,ESP,H4,220720,7,1127,1832,21006,0
2015,208,DNK,2,728,SSD,H4,220720,7,1055,1055,6389,0
2015,208,DNK,1,724,ESP,H4,3826,8,13061,13061,17522,0
2015,251,FRA,1,710,ZAF,H4,220720,7,996,23,917,2
2015,251,FRA,2,710,ZAF,H4,220720,7,6698,2355,5656,2
2015,251,FRA,1,724,ESP,H4,220720,7,12560,26189,11567,2
2015,251,FRA,2,724,ESP,H4,220720,7,14338846,13848110,12107824,2
2015,251,FRA,1,724,ESP,H4,3826,8,193492194,193492194,146030893,0
2015,251,FRA,2,724,ESP,H4,3826,8,35046385,35046385,24464951,0
2015,276,DEU,1,710,ZAF,H4,220720,7,15,15,140,0
2015,276,DEU,2,710,ZAF,H4,220720,7,137,115,1488,0
2015,276,DEU,1,724,ESP,H4,220720,7,175466,142580,111707,0
2015,276,DEU,2,724,ESP,H4,220720,7,1398853,1117434,1028645,0
2015,276,DEU,2,710,ZAF,H4,3826,8,6077,6077,36014,0
2015,276,DEU,2,724,ESP,H4,3826,8,7798920,7798920,6830604,0
2015,288,GHA,1,710,ZAF,H4,220720,1,0,0,5,0
2015,288,GHA,2,710,ZAF,H4,220720,1,0,118743,284019,0
2015,300,GRC,1,724,ESP,H4,220720,7,420,420,1674,0
2015,300,GRC,2,724,ESP,H4,220720,7,3042,3642,20988,0
2015,300,GRC,1,724,ESP,H4,3826,8,59368,59368,51186,0
2015,348,HUN,1,724,ESP,H4,3826,8,1324,1324,1283,0
2015,360,IDN,2,710,ZAF,H4,3826,8,129600,129600,463708,0
2015,360,IDN,2,724,ESP,H4,3826,8,27999976,27999976,14503988,0
2015,372,IRL,1,710,ZAF,H4,220720,7,1384,11,1035,2
2015,372,IRL,1,724,ESP,H4,3826,8,3005150,3005150,2840940,0
2015,376,ISR,1,710,ZAF,H4,220720,7,2385333,1563701,1605000,4
2015,376,ISR,2,724,ESP,H4,3826,8,640791,640791,684000,6
2015,381,ITA,2,724,ESP,H4,220720,7,209,171,420,0
2015,381,ITA,1,724,ESP,H4,3826,8,365631300,365631300,303618130,0
2015,381,ITA,2,724,ESP,H4,3826,8,27467620,27467620,19842379,0
2015,400,JOR,1,710,ZAF,H4,220720,7,2736227,2413040,2519891,2
2015,404,KEN,2,706,SOM,H4,220720,7,135,135,953,0
2015,404,KEN,1,724,ESP,H4,220720,7,615,1316,1364,0
2015,404,KEN,2,728,SSD,H4,220720,7,3710,3806,2463,0
2015,410,KOR,2,144,LKA,H4,220720,7,5756,972,4860,2
2015,410,KOR,1,710,ZAF,H4,220720,7,9999502,10462039,9208906,2
2015,414,KWT,1,710,ZAF,H4,220720,7,196058,198000,250383,0
2015,426,LSO,1,710,ZAF,H4,220720,7,64017,45746,47854,6
2015,428,LVA,2,724,ESP,H4,3826,8,115,115,181,0
2015,450,MDG,1,710,ZAF,H4,220720,7,29,7,27,2
2015,454,MWI,1,710,ZAF,H4,220720,7,1683,1604,2555,0
2015,458,MYS,1,710,ZAF,H4,220720,7,2820413,2163777,2220924,4
2015,458,MYS,2,724,ESP,H4,3826,8,71375352,71375352,48426064,0
2015,470,MLT,1,724,ESP,H4,220720,7,76,6,70,2
2015,470,MLT,1,724,ESP,H4,3826,8,1783960,1783960,1816652,0
2015,480,MUS,1,710,ZAF,H4,220720,7,108953,91073,93478,4
2015,480,MUS,1,724,ESP,H4,220720,7,624,1091,1120,4
2015,480,MUS,1,710,ZAF,H4,3826,8,23,23,71,0
2015,490,,2,724,ESP,H4,3826,8,2085750,2085750,1074151,0
2015,504,MAR,1,724,ESP,H4,220720,7,64895,60122,80579,0
2015,512,OMN,1,710,ZAF,H4,220720,7,380479,271595,284421,2
2015,516,NAM,1,710,ZAF,H4,220720,7,19005,4064,17503,2
2015,516,NAM,1,710,ZAF,H4,3826,8,28,28,82,0
2015,516,NAM,2,710,ZAF,H4,3826,8,2,2,2,0
2015,528,NLD,2,706,SOM,H4,220720,7,228,205,758,0
2015,528,NLD,1,710,ZAF,H4,220720,7,409,368,1015,0
2015,528,NLD,2,710,ZAF,H4,220720,7,4,4,3,0
2015,528,NLD,1,724,ESP,H4,220720,7,14162000,12745800,12307519,0
2015,528,NLD,2,724,ESP,H4,220720,7,4915930,4424340,3657370,0
2015,528,NLD,2,728,SSD,H4,220720,7,581,524,2406,0
2015,528,NLD,1,144,LKA,H4,3826,8,170,170,156,0
2015,528,NLD,2,144,LKA,H4,3826,8,124,124,94,0
2015,528,NLD,1,710,ZAF,H4,3826,8,1435,1435,1332,0
2015,528,NLD,2,710,ZAF,H4,3826,8,231,231,220,0
2015,528,NLD,1,724,ESP,H4,3826,8,29348760,29348760,25107094,0
2015,528,NLD,2,724,ESP,H4,3826,8,49721480,49721480,39541875,0
2015,554,NZL,1,710,ZAF,H4,220720,7,100000,100000,102099,0
2015,566,NGA,1,710,ZAF,H4,220720,7,61491,56901,45874,6
2015,566,NGA,1,724,ESP,H4,220720,7,2863,2389,2140,6
2015,586,PAK,2,144,LKA,H4,220720,7,197125,110041,115841,4
2015,586,PAK,1,710,ZAF,H4,220720,7,38412,41310,42401,4
2015,586,PAK,4,710,ZAF,H4,220720,7,38400,41212,42301,4
2015,604,PER,1,724,ESP,H4,3826,8,12928280,12928280,8717069,0
2015,616,POL,2,710,ZAF,H4,3826,8,3,3,295,0
2015,616,POL,1,724,ESP,H4,3826,8,6500,6500,8643,0
2015,616,POL,2,724,ESP,H4,3826,8,314893,314893,267751,0
2015,620,PRT,1,724,ESP,H4,220720,7,13509724,11502916,10098987,2
2015,620,PRT,2,724,ESP,H4,220720,7,370,106,269,2
2015,620,PRT,1,724,ESP,H4,3826,8,258370,258370,292474,0
2015,620,PRT,2,724,ESP,H4,3826,8,7017840,7017840,5669513,0
2015,634,QAT,1,710,ZAF,H4,220720,7,3576,6460,3293,2
2015,642,ROU,2,724,ESP,H4,220720,7,1848,1848,4039,0
2015,642,ROU,1,724,ESP,H4,3826,8,20278404,20278404,18931290,0
2015,646,RWA,1,710,ZAF,H4,220720,7,19553,8021,14616,2
2015,682,SAU,1,710,ZAF,H4,220720,7,5596103,3463170,4183281,2
2015,690,SYC,1,710,ZAF,H3,220720,7,58088,51525,103562,0
2015,699,IND,1,710,ZAF,H4,220720,7,671073,613176,629371,4
2015,699,IND,1,724,ESP,H4,220720,7,9054000,5684938,5835083,4
2015,699,IND,2,710,ZAF,H4,3826,8,3000,3000,3941,0
2015,699,IND,1,724,ESP,H4,3826,8,7,7,1729,0
2015,702,SGP,2,144,LKA,H4,220720,7,6050,6050,17876,0
2015,702,SGP,1,710,ZAF,H4,220720,7,2434500,2434500,1267966,0
2015,702,SGP,2,144,LKA,H4,3826,8,700,700,946,0
2015,703,SVK,1,724,ESP,H4,220720,1,0,NA,212,6
2015,704,VNM,2,144,LKA,H4,220720,7,15751,12634,13300,6
2015,704,VNM,1,724,ESP,H4,220720,7,7222,6480,6651,6
2015,705,SVN,1,724,ESP,H4,3826,8,74627,74627,68145,0
2015,710,ZAF,2,144,LKA,H4,220720,7,98643,98643,58617,0
2015,710,ZAF,1,710,ZAF,H4,3826,8,875,875,27794,0
2015,710,ZAF,4,710,ZAF,H4,3826,8,875,875,27794,0
2015,716,ZWE,1,710,ZAF,H4,220720,7,23525,24408,17586,2
2015,748,SWZ,1,710,ZAF,H4,220720,1,0,62534,33925,4
2015,748,SWZ,2,710,ZAF,H4,220720,1,0,1508950,528316,0
2015,748,SWZ,1,710,ZAF,H4,3826,8,50477,50477,62422,6
2015,748,SWZ,2,710,ZAF,H4,3826,8,10000,10000,78,0
2015,752,SWE,2,724,ESP,H4,3826,8,672,672,355,6
2015,757,CHE,1,710,ZAF,H4,220720,7,168,143,209,0
2015,764,THA,1,710,ZAF,H4,220720,7,3794498,2971902,3395878,0
2015,764,THA,2,724,ESP,H4,3826,8,2800,2800,11707,0
2015,784,ARE,1,710,ZAF,H4,220720,1,0,16171300,16903622,0
2015,792,TUR,1,710,ZAF,H4,220720,7,6825640,5382170,3950297,0
2015,792,TUR,2,724,ESP,H4,3826,8,4020,4020,11097,0
2015,800,UGA,1,710,ZAF,H4,220720,7,485112,405025,536499,0
2015,818,EGY,1,710,ZAF,H4,220720,7,450157,450157,438215,6
2015,818,EGY,1,724,ESP,H4,220720,7,100,100,69,0
2015,826,GBR,2,144,LKA,H4,220720,7,111800,88400,186490,0
2015,826,GBR,2,724,ESP,H4,220720,7,2439,6415,42577,0
2015,826,GBR,2,710,ZAF,H4,3826,8,150,150,4424,0
2015,826,GBR,2,724,ESP,H4,3826,8,15,15,1007,0
2015,834,TZA,1,710,ZAF,H4,220720,7,22243,14627,20484,2
2015,834,TZA,2,710,ZAF,H4,220720,7,490,10,414,2
2015,842,USA,1,710,ZAF,H4,220720,7,92051,38223,39232,4
2015,842,USA,2,710,ZAF,H4,220720,7,14348,9404,9900,4
2015,842,USA,1,724,ESP,H4,220720,7,7194017,3314669,3402212,4
2015,842,USA,2,724,ESP,H4,220720,7,6528,3932,4139,4
2015,842,USA,3,724,ESP,H4,220720,7,6528,3932,4139,4
