# File: comtrade_biofuels.csv
# Title: trade of refined liquid biofuel products between countries in 2015
# Source: UN Comtrade database: https://comtrade.un.org/data/
# Units: Indicated in data column names
# Column types: iiciicciinnni
# ----------
Year,Reporter Code,Reporter ISO,Trade Flow Code,Partner Code,Partner ISO,Classification,Commodity Code,Qty Unit Code,Qty,Netweight (kg),Trade Value (US$),Flag
2015,528,NLD,1,188,CRI,H4,3826,8,715,715,666,0
2015,528,NLD,2,188,CRI,H4,3826,8,4,4,3,0
2015,528,NLD,1,191,HRV,H4,3826,8,5349,5349,4970,0
2015,528,NLD,2,191,HRV,H4,3826,8,33090,33090,31717,0
2015,528,NLD,2,384,CIV,H4,3826,8,24,24,23,0
2015,554,NZL,2,184,COK,H4,3826,8,341,341,13373,0
2015,642,ROU,2,191,HRV,H4,3826,8,3248653,3248653,2846043,0
2015,703,SVK,2,191,HRV,H4,3826,8,141704,141704,115913,0
2015,705,SVN,1,191,HRV,H4,3826,8,275595,275595,235047,0
2015,705,SVN,2,191,HRV,H4,3826,8,43557,43557,38991,0
2015,842,USA,2,178,COG,H4,3826,8,77,77,3600,0
2015,842,USA,3,178,COG,H4,3826,8,77,77,3600,0
2015,842,USA,2,188,CRI,H4,3826,8,4365,4365,6385,0
2015,842,USA,2,384,CIV,H4,3826,8,890,890,17624,0
2015,842,USA,3,384,CIV,H4,3826,8,890,890,17624,0
2015,12,DZA,1,203,CZE,H4,220720,7,12,11,12142,0
2015,24,AGO,2,180,COD,H4,220720,7,1439,28261,17443,0
2015,24,AGO,2,196,CYP,H4,220720,7,72,92,120,0
2015,40,AUT,1,203,CZE,H4,220720,7,375,167,280,2
2015,40,AUT,2,203,CZE,H4,220720,7,166694,75682,121355,2
2015,56,BEL,2,180,COD,H4,220720,7,14,14,539,0
2015,56,BEL,2,196,CYP,H4,220720,7,1233,1233,4107,0
2015,56,BEL,1,203,CZE,H4,220720,7,580,580,2178,0
2015,56,BEL,2,203,CZE,H4,220720,7,30774,30774,24081,0
2015,70,BIH,1,203,CZE,H4,220720,7,28,5,26,2
2015,191,HRV,1,203,CZE,H4,220720,7,57,47,169,0
2015,208,DNK,2,203,CZE,H4,220720,7,250,1422,6967,0
2015,233,EST,1,203,CZE,H4,220720,7,60,48,252,0
2015,251,FRA,2,180,COD,H4,220720,7,249134,230832,210371,2
2015,251,FRA,2,203,CZE,H4,220720,7,159121,99890,134363,2
2015,276,DEU,2,196,CYP,H4,220720,7,12,12,140,0
2015,276,DEU,1,203,CZE,H4,220720,7,2600,2600,3416,0
2015,276,DEU,2,203,CZE,H4,220720,7,2266785,1977873,1589810,6
2015,300,GRC,2,196,CYP,H4,220720,7,8,6,42,0
2015,300,GRC,2,203,CZE,H4,220720,7,714,880,4738,0
2015,348,HUN,1,203,CZE,H4,220720,7,26158,23543,13817,0
2015,348,HUN,2,203,CZE,H4,220720,7,16806270,15125644,7811147,0
2015,381,ITA,2,203,CZE,H4,220720,7,11213,10921,16538,0
2015,404,KEN,2,180,COD,H4,220720,7,14200,15000,26680,0
2015,442,LUX,1,203,CZE,H4,220720,7,155,1585,1530,0
2015,528,NLD,2,180,COD,H4,220720,7,415,374,1277,0
2015,528,NLD,1,192,CUB,H4,220720,7,4,4,3,0
2015,528,NLD,1,196,CYP,H4,220720,7,911,821,781,0
2015,528,NLD,2,196,CYP,H4,220720,7,1552,1396,1346,0
2015,528,NLD,1,203,CZE,H4,220720,7,36943,33249,32093,0
2015,528,NLD,2,203,CZE,H4,220720,7,12987,11687,12243,0
2015,616,POL,2,203,CZE,H4,220720,7,4519113,4526338,3317763,0
2015,643,RUS,1,203,CZE,H4,220720,7,200,214,1374,0
2015,646,RWA,1,180,COD,H4,220720,7,5004,1800,3740,2
2015,703,SVK,1,203,CZE,H4,220720,7,120925,101206,167004,0
2015,703,SVK,2,203,CZE,H4,220720,7,61522,50424,61616,6
2015,710,ZAF,2,180,COD,H4,220720,7,1758,1758,11295,0
2015,757,CHE,2,203,CZE,H4,220720,7,3,3,1029,0
2015,792,TUR,2,196,CYP,H4,220720,7,25940,22460,240056,0
2015,800,UGA,2,180,COD,H4,220720,7,280,280,349,0
2015,826,GBR,2,203,CZE,H4,220720,7,106,123,518,0
2015,40,AUT,1,203,CZE,H4,3826,8,38316200,38316200,28612328,0
2015,40,AUT,2,203,CZE,H4,3826,8,11234800,11234800,10210195,0
2015,56,BEL,2,196,CYP,H4,3826,8,15444600,15444600,13178304,0
2015,56,BEL,1,203,CZE,H4,3826,8,13427900,13427900,7907627,0
2015,56,BEL,2,203,CZE,H4,3826,8,55126,55126,181571,0
2015,112,BLR,2,203,CZE,H4,3826,8,273620,273620,227500,0
2015,208,DNK,2,196,CYP,H4,3826,8,429,429,35770,0
2015,208,DNK,1,203,CZE,H4,3826,8,98959,98959,31766,0
2015,251,FRA,1,203,CZE,H4,3826,8,1,1,2,0
2015,251,FRA,2,203,CZE,H4,3826,8,720,720,886,0
2015,276,DEU,2,196,CYP,H4,3826,8,81160,81160,67384,0
2015,276,DEU,1,203,CZE,H4,3826,8,5988526,5988526,5061060,0
2015,276,DEU,2,203,CZE,H4,3826,8,120091600,120091600,104180827,0
2015,300,GRC,1,196,CYP,H4,3826,8,22460,22460,20678,0
2015,300,GRC,2,196,CYP,H4,3826,8,166025,166025,199890,0
2015,348,HUN,1,203,CZE,H4,3826,8,4676,4676,4542,0
2015,348,HUN,2,203,CZE,H4,3826,8,1267,1267,1241,0
2015,381,ITA,1,203,CZE,H4,3826,8,9053570,9053570,8228772,0
2015,428,LVA,2,196,CYP,H4,3826,8,318,318,737,0
2015,528,NLD,2,180,COD,H4,3826,8,38,38,35,0
2015,528,NLD,1,192,CUB,H4,3826,8,112,112,103,0
2015,528,NLD,2,192,CUB,H4,3826,8,890,890,4265,0
2015,528,NLD,1,196,CYP,H4,3826,8,3762,3762,4313,0
2015,528,NLD,2,196,CYP,H4,3826,8,6136798,6136798,5485265,0
2015,528,NLD,1,203,CZE,H4,3826,8,22454465,22454465,19424963,0
2015,528,NLD,2,203,CZE,H4,3826,8,686048,686048,695316,0
2015,616,POL,2,196,CYP,H4,3826,8,302880,302880,228584,0
2015,616,POL,1,203,CZE,H4,3826,8,3436849,3436849,3024948,0
2015,616,POL,2,203,CZE,H4,3826,8,27571703,27571703,21012808,0
2015,703,SVK,2,196,CYP,H4,3826,8,730585,730585,632454,0
2015,703,SVK,1,203,CZE,H4,3826,8,9028586,9028586,7863342,0
2015,703,SVK,2,203,CZE,H4,3826,8,69108195,69108195,62176214,6
2015,705,SVN,2,196,CYP,H4,3826,8,137393,137393,122601,0
2015,705,SVN,1,203,CZE,H4,3826,8,257745,257745,222720,0
2015,705,SVN,2,203,CZE,H4,3826,8,22,22,620,0
2015,710,ZAF,2,180,COD,H4,3826,8,1250,1250,557,0
2015,752,SWE,1,203,CZE,H4,3826,8,21000,21000,5217,0
2015,792,TUR,2,196,CYP,H4,3826,8,1090,1090,5800,0
2015,826,GBR,2,196,CYP,H4,3826,8,8,8,301,0
2015,826,GBR,1,203,CZE,H4,3826,8,296400,296400,73055,0
2015,826,GBR,2,203,CZE,H4,3826,8,991,991,10416,0
2015,40,AUT,1,208,DNK,H4,220720,7,100,27,75,2
2015,56,BEL,2,208,DNK,H4,220720,7,38873,38873,25387,0
2015,170,COL,1,218,ECU,H4,220720,7,4531257,3649300,4241028,0
2015,170,COL,2,218,ECU,H4,220720,7,3688,3688,12263,0
2015,246,FIN,1,208,DNK,H4,220720,7,16,21,393,0
2015,251,FRA,1,208,DNK,H4,220720,7,1891,1811,1742,2
2015,251,FRA,2,208,DNK,H4,220720,7,157535,148434,133024,2
2015,251,FRA,2,262,DJI,H4,220720,7,510,261,430,2
2015,276,DEU,1,208,DNK,H4,220720,7,10172,9361,47289,0
2015,276,DEU,2,208,DNK,H4,220720,7,2654668,2170535,1814263,0
2015,300,GRC,2,208,DNK,H4,220720,7,223,223,2194,0
2015,304,GRL,1,208,DNK,H4,220720,7,5523,1884,4129,2
2015,352,ISL,2,208,DNK,H4,220720,7,4324,522,3651,2
2015,372,IRL,1,208,DNK,H4,220720,7,2682,373,2005,2
2015,381,ITA,1,208,DNK,H4,220720,7,6,4,179,0
2015,381,ITA,2,208,DNK,H4,220720,7,1,1,16,0
2015,410,KOR,1,208,DNK,H4,220720,7,3446,180,3174,2
2015,528,NLD,1,208,DNK,H4,220720,7,76023,68424,66558,0
2015,528,NLD,2,208,DNK,H4,220720,7,4453820,4008440,3956301,0
2015,528,NLD,1,214,DOM,H4,220720,7,4,4,3,0
2015,528,NLD,1,218,ECU,H4,220720,7,4,4,3,0
2015,528,NLD,2,262,DJI,H4,220720,7,245,221,1798,0
2015,554,NZL,1,208,DNK,H4,220720,7,5,5,17,0
2015,566,NGA,1,214,DOM,H4,220720,7,3648481,3044532,2727366,6
2015,579,NOR,1,208,DNK,H4,220720,7,9836,8721,22200,0
2015,616,POL,1,208,DNK,H4,220720,7,1614,1207,900,0
2015,616,POL,2,208,DNK,H4,220720,7,22472,18696,30296,6
2015,724,ESP,1,208,DNK,H4,220720,1,0,33948,27824,4
2015,752,SWE,1,208,DNK,H4,220720,7,266656,25000,335556,0
2015,752,SWE,2,208,DNK,H4,220720,7,309905,205000,1118254,0
2015,757,CHE,1,208,DNK,H4,220720,7,9,7,1193,0
2015,757,CHE,2,208,DNK,H4,220720,7,1,1,88,0
2015,764,THA,1,218,ECU,H4,220720,7,8000,8000,61371,0
2015,826,GBR,1,208,DNK,H4,220720,7,4,4,115,0
2015,826,GBR,2,208,DNK,H4,220720,7,152,148,572,0
2015,842,USA,1,214,DOM,H4,220720,7,48375,77471,79517,4
2015,842,USA,2,214,DOM,H4,220720,7,340854,191269,201350,4
2015,842,USA,3,214,DOM,H4,220720,7,4479,2698,2840,4
2015,842,USA,2,218,ECU,H4,220720,7,71368,43553,45849,4
2015,894,ZMB,1,208,DNK,H4,220720,7,74019,3000,55332,2
2015,56,BEL,2,208,DNK,H4,3826,8,101714,101714,141981,0
2015,70,BIH,1,208,DNK,H4,3826,8,13500,13500,20194,0
2015,246,FIN,2,208,DNK,H4,3826,8,132,132,504,0
2015,251,FRA,1,208,DNK,H4,3826,8,2024,2024,6022,0
2015,276,DEU,1,208,DNK,H4,3826,8,28486,28486,61728,0
2015,276,DEU,2,208,DNK,H4,3826,8,39952647,39952647,35289184,0
2015,276,DEU,2,218,ECU,H4,3826,8,1220,1220,9981,0
2015,304,GRL,1,208,DNK,H4,3826,8,276,276,516,0
2015,381,ITA,1,208,DNK,H4,3826,8,13886000,13886000,12092044,0
2015,528,NLD,1,208,DNK,H4,3826,8,8050679,8050679,7194428,0
2015,528,NLD,2,208,DNK,H4,3826,8,1313517,1313517,1314635,0
2015,528,NLD,2,212,DMA,H4,3826,8,3,3,2,0
2015,528,NLD,1,214,DOM,H4,3826,8,545,545,504,0
2015,528,NLD,2,214,DOM,H4,3826,8,20,20,17,0
2015,528,NLD,1,218,ECU,H4,3826,8,418,418,388,0
2015,528,NLD,2,218,ECU,H4,3826,8,15,15,14,0
2015,528,NLD,2,262,DJI,H4,3826,8,2,2,2,0
2015,579,NOR,1,208,DNK,H4,3826,8,1439137,1439137,1398552,0
2015,579,NOR,2,208,DNK,H4,3826,8,29261,29261,37947,0
2015,752,SWE,1,208,DNK,H4,3826,8,10430000,10430000,11010276,0
2015,752,SWE,2,208,DNK,H4,3826,8,94000,94000,50285,0
2015,757,CHE,2,208,DNK,H4,3826,8,47,47,105,6
2015,764,THA,2,208,DNK,H4,3826,8,172050,172050,681917,0
2015,792,TUR,2,208,DNK,H4,3826,8,23982,23982,88655,0
2015,818,EGY,2,262,DJI,H4,3826,8,120510,120510,124063,0
2015,826,GBR,2,208,DNK,H4,3826,8,73,73,2674,0
2015,56,BEL,2,818,EGY,H4,220720,7,1200,943,4654,0
2015,208,DNK,1,233,EST,H4,220720,7,43,43,59,0
2015,208,DNK,2,233,EST,H4,220720,7,3,23,257,0
2015,251,FRA,2,818,EGY,H4,220720,7,78481,55566,66270,2
2015,276,DEU,2,232,ERI,H4,220720,7,1,132,149,4
2015,276,DEU,2,233,EST,H4,220720,7,88504,74571,818986,6
2015,276,DEU,2,818,EGY,H4,220720,7,317367,251029,328332,0
2015,320,GTM,2,222,SLV,H4,220720,7,628623,644280,530814,2
2015,372,IRL,2,818,EGY,H4,220720,7,396,134,288,2
2015,410,KOR,1,818,EGY,H4,220720,7,15,18,14,6
2015,422,LBN,1,818,EGY,H4,220720,7,1828,700,1367,2
2015,428,LVA,1,233,EST,H4,220720,7,79318,63550,91784,0
2015,440,LTU,2,233,EST,H4,220720,7,28048,22552,22982,0
2015,528,NLD,2,226,GNQ,H4,220720,7,120,108,521,0
2015,528,NLD,1,233,EST,H4,220720,7,5363,4828,4657,0
2015,528,NLD,2,233,EST,H4,220720,7,7481,6734,8584,0
2015,586,PAK,2,818,EGY,H4,220720,7,171440,80019,84236,4
2015,616,POL,2,233,EST,H4,220720,7,925,749,1305,0
2015,682,SAU,1,818,EGY,H4,220720,7,51411,57000,38431,2
2015,724,ESP,2,226,GNQ,H4,220720,7,367,357,489,0
2015,752,SWE,2,233,EST,H4,220720,7,480,480,830,0
2015,842,USA,2,222,SLV,H4,220720,7,19069,11485,12090,4
2015,842,USA,2,818,EGY,H4,220720,7,229388,138156,145438,4
2015,100,BGR,2,233,EST,H4,3826,8,5091384,5091384,4031768,0
2015,208,DNK,1,233,EST,H4,3826,8,6042,6042,8106,0
2015,276,DEU,2,222,SLV,H4,3826,8,378,378,4569,0
2015,276,DEU,2,233,EST,H4,3826,8,40,40,357,0
2015,276,DEU,2,818,EGY,H4,3826,8,18606,18606,66541,0
2015,384,CIV,2,226,GNQ,H4,3826,8,332,332,698,0
2015,428,LVA,2,233,EST,H4,3826,8,6352,6352,9688,0
2015,440,LTU,1,233,EST,H4,3826,8,50417,50417,46099,0
2015,470,MLT,1,818,EGY,H4,3826,8,79470,79470,75057,0
2015,528,NLD,2,222,SLV,H4,3826,8,1,1,1,0
2015,528,NLD,1,226,GNQ,H4,3826,8,25,25,21,0
2015,528,NLD,2,226,GNQ,H4,3826,8,1,1,1,0
2015,528,NLD,1,233,EST,H4,3826,8,20510,20510,19051,0
2015,528,NLD,2,233,EST,H4,3826,8,31140,31140,69754,0
2015,528,NLD,1,818,EGY,H4,3826,8,199,199,185,0
2015,528,NLD,2,818,EGY,H4,3826,8,89,89,83,0
2015,616,POL,2,233,EST,H4,3826,8,98860,98860,77541,0
2015,703,SVK,2,233,EST,H4,3826,8,25070,25070,20850,0
2015,724,ESP,2,233,EST,H4,3826,8,23400000,23400000,19466413,0
2015,752,SWE,2,233,EST,H4,3826,8,448,448,237,6
2015,792,TUR,1,818,EGY,H4,3826,8,61071,61071,37945,0
2015,792,TUR,2,818,EGY,H4,3826,8,700,700,2218,0
2015,36,AUS,2,242,FJI,H4,220720,7,1727,4165,21139,0
2015,56,BEL,2,231,ETH,H4,220720,7,16973,13399,15352,0
2015,208,DNK,2,234,FRO,H4,220720,7,1817,1825,3364,0
2015,208,DNK,1,246,FIN,H4,220720,7,8902,8013,12245,0
2015,208,DNK,2,246,FIN,H4,220720,7,219,227,1214,0
2015,233,EST,1,246,FIN,H4,220720,7,304733,304631,327639,0
2015,251,FRA,2,246,FIN,H4,220720,7,7,4,6,2
2015,276,DEU,2,246,FIN,H4,220720,7,619643,496659,494512,4
2015,352,ISL,2,234,FRO,H4,220720,7,658,29,556,2
2015,440,LTU,1,246,FIN,H4,220720,7,201117,167500,187798,0
2015,528,NLD,2,231,ETH,H4,220720,7,50,45,310,0
2015,528,NLD,1,246,FIN,H4,220720,7,62915,56624,65851,0
2015,528,NLD,2,246,FIN,H4,220720,7,23448,21103,22462,0
2015,554,NZL,2,242,FJI,H4,220720,7,200,200,1080,0
2015,554,NZL,3,242,FJI,H4,220720,7,200,200,1080,0
2015,579,NOR,1,246,FIN,H4,220720,7,20000,16000,19196,0
2015,643,RUS,2,246,FIN,H4,220720,7,37343745,29496129,16087869,0
2015,703,SVK,1,246,FIN,H4,220720,1,0,504,589,6
2015,752,SWE,1,246,FIN,H4,220720,7,282019,250000,186393,0
2015,752,SWE,2,246,FIN,H4,220720,7,7678,8000,192246,0
2015,757,CHE,2,246,FIN,H4,220720,7,10,9,399,0
2015,826,GBR,2,231,ETH,H4,220720,7,225,545,3216,0
2015,826,GBR,2,246,FIN,H4,220720,7,483918,630137,245682,0
2015,842,USA,2,246,FIN,H4,220720,7,31318,18862,19856,4
2015,36,AUS,2,242,FJI,H4,3826,8,206,206,2571,0
2015,56,BEL,2,231,ETH,H4,3826,8,80,80,68,6
2015,56,BEL,2,246,FIN,H4,3826,8,3,3,4,0
2015,208,DNK,2,234,FRO,H4,3826,8,1049,1049,3241,0
2015,208,DNK,1,246,FIN,H4,3826,8,6479,6479,8692,0
2015,208,DNK,2,246,FIN,H4,3826,8,3000,3000,2450,6
2015,233,EST,1,246,FIN,H4,3826,8,8690,8690,8521,0
2015,276,DEU,2,246,FIN,H4,3826,8,855447,855447,815888,6
2015,352,ISL,1,246,FIN,H4,3826,8,895730,895730,980292,0
2015,381,ITA,2,246,FIN,H4,3826,8,26317900,26317900,29812120,0
2015,428,LVA,1,246,FIN,H4,3826,8,108,108,115,0
2015,428,LVA,2,246,FIN,H4,3826,8,53647,53647,55709,0
2015,528,NLD,1,231,ETH,H4,3826,8,88,88,80,0
2015,528,NLD,2,231,ETH,H4,3826,8,4,4,3,0
2015,528,NLD,1,234,FRO,H4,3826,8,27,27,24,0
2015,528,NLD,2,234,FRO,H4,3826,8,1,1,1,0
2015,528,NLD,1,246,FIN,H4,3826,8,285678,285678,265471,0
2015,528,NLD,2,246,FIN,H4,3826,8,153638,153638,195655,0
2015,752,SWE,2,246,FIN,H4,3826,8,5153,5153,2727,6
2015,826,GBR,2,246,FIN,H4,3826,8,1218,1218,3025,0
2015,12,DZA,1,251,FRA,H4,220720,7,18000,14515,20852,0
2015,20,AND,1,251,FRA,H4,220720,7,3089,1516,2309,2
2015,24,AGO,1,251,FRA,H4,220720,7,19,47,1688,0
2015,24,AGO,1,251,FRA,H4,3826,1,0,6696,7631,6
2015,40,AUT,1,251,FRA,H4,220720,7,409866,374982,306389,2
2015,40,AUT,2,251,FRA,H4,220720,7,24,2,17,2
2015,40,AUT,1,251,FRA,H4,3826,8,5423490,5423490,5057710,0
2015,40,AUT,2,251,FRA,H4,3826,8,24430,24430,25244,0
2015,48,BHR,1,251,FRA,H4,220720,7,136034,132564,192032,0
2015,52,BRB,1,251,FRA,H2,220720,7,52833,3578,48656,2
2015,56,BEL,1,251,FRA,H4,220720,7,7223330,7223330,6464684,0
2015,56,BEL,2,251,FRA,H4,220720,7,996611,996611,1100335,0
2015,56,BEL,1,251,FRA,H4,3826,8,30954963,30954963,28489372,0
2015,56,BEL,2,251,FRA,H4,3826,8,200529963,200529963,156350210,0
2015,76,BRA,1,251,FRA,H4,220720,7,101,90,1145,0
2015,100,BGR,1,251,FRA,H4,220720,7,52,43,846,0
2015,100,BGR,1,251,FRA,H4,3826,8,3794465,3794465,3063691,0
2015,120,CMR,1,251,FRA,H4,220720,7,4962,691,4570,2
2015,124,CAN,1,251,FRA,H4,220720,1,0,NA,171,0
2015,124,CAN,2,251,FRA,H4,220720,7,87,71,63,6
2015,152,CHL,1,251,FRA,H4,220720,7,132,132,5353,0
2015,156,CHN,1,251,FRA,H4,220720,7,76,1239,1272,4
2015,156,CHN,1,251,FRA,H4,3826,8,104040,104040,333843,0
2015,156,CHN,2,266,GAB,H4,3826,8,2350,2350,3072,0
2015,178,COG,1,251,FRA,H4,220720,1,0,952,3771,0
2015,180,COD,1,251,FRA,H4,220720,1,0,496566,490488,2
2015,191,HRV,1,251,FRA,H4,220720,7,613995,503402,444394,0
2015,203,CZE,1,251,FRA,H4,220720,7,1120613,884060,875182,0
2015,203,CZE,2,251,FRA,H4,3826,8,1006049,1006049,942688,0
2015,204,BEN,1,251,FRA,H4,220720,7,51,12,47,2
2015,204,BEN,1,251,FRA,H4,3826,8,44244,44244,68749,0
2015,208,DNK,1,251,FRA,H4,220720,7,21605,19234,82566,0
2015,208,DNK,2,251,FRA,H4,220720,7,408,16553,124880,0
2015,208,DNK,1,251,FRA,H4,3826,8,413,413,612,0
2015,246,FIN,1,251,FRA,H4,220720,7,5,4,6,0
2015,251,FRA,1,251,FRA,H4,220720,7,1300623,1339664,1197792,2
2015,251,FRA,4,251,FRA,H4,220720,7,1300623,1339664,1197792,2
2015,251,FRA,2,258,PYF,H4,220720,7,9320,4079,7870,2
2015,251,FRA,2,266,GAB,H4,220720,7,4976,850,4202,2
2015,251,FRA,1,251,FRA,H4,3826,8,66061,66061,156490,0
2015,251,FRA,4,251,FRA,H4,3826,8,66061,66061,156490,0
2015,258,PYF,1,251,FRA,H4,220720,7,5050,4156,21043,0
2015,258,PYF,2,251,FRA,H4,220720,7,1,1,11,0
2015,276,DEU,1,251,FRA,H4,220720,7,85652092,70842918,56331495,0
2015,276,DEU,2,251,FRA,H4,220720,7,2132771,1777525,1005009,0
2015,276,DEU,1,251,FRA,H4,3826,8,22445795,22445795,19531597,0
2015,276,DEU,2,251,FRA,H4,3826,8,182315301,182315301,142034895,6
2015,288,GHA,1,251,FRA,H4,220720,1,0,33643,35149,0
2015,300,GRC,1,251,FRA,H4,220720,7,599,582,4280,0
2015,300,GRC,1,251,FRA,H4,3826,8,143948,143948,116601,0
2015,324,GIN,1,251,FRA,H4,220720,7,210,210,194,2
2015,348,HUN,1,251,FRA,H4,220720,7,73,68,1537,0
2015,348,HUN,2,251,FRA,H4,220720,7,206500,185850,141333,0
2015,348,HUN,1,251,FRA,H4,3826,8,1693,1693,1640,0
2015,372,IRL,1,251,FRA,H4,220720,7,11438,580,8550,2
2015,372,IRL,2,251,FRA,H4,3826,8,40793,40793,19011,0
2015,376,ISR,1,251,FRA,H4,220720,7,25134,35074,36000,4
2015,376,ISR,1,251,FRA,H4,3826,8,67373,67373,76000,6
2015,381,ITA,1,251,FRA,H4,220720,7,3030850,2760060,2356268,0
2015,381,ITA,2,251,FRA,H4,220720,7,574648,462728,397730,0
2015,381,ITA,1,251,FRA,H4,3826,8,7121070,7121070,6122853,0
2015,381,ITA,2,251,FRA,H4,3826,8,18746500,18746500,16071609,0
2015,384,CIV,1,251,FRA,H4,220720,7,3185327,2659016,2381142,2
2015,384,CIV,2,251,FRA,H4,220720,7,304,20,221,2
2015,384,CIV,2,266,GAB,H4,220720,7,414,150,302,2
2015,384,CIV,1,251,FRA,H4,3826,8,80,80,1672,0
